year,origin,destination,foreigners male arrivals,foreigners female arrivals,total foreigners,total male,total female,total
2001,Rheinland-Pfalz,Insgesamt,5267,4168,9435,30817,29680,60497
2001,Baden-Wurttemberg,Schleswig-Holstein,125,87,212,1278,1366,2644
2001,Baden-Wurttemberg,Hamburg,229,141,370,1388,1301,2689
2001,Baden-Wurttemberg,Niedersachsen,482,368,850,3511,3416,6927
2001,Baden-Wurttemberg,Bremen,71,56,127,402,359,761
2001,Baden-Wurttemberg,Nordrhein-Westfalen,1908,1369,3277,8281,7864,16145
2001,Baden-Wurttemberg,Hessen,1693,1126,2819,7413,6712,14125
2001,Baden-Wurttemberg,Rheinland-Pfalz,1409,969,2378,6478,5838,12316
2001,Baden-Wurttemberg,Baden-Wurttemberg,0,0,0,0,0,0
2001,Baden-Wurttemberg,Bayern,2861,2044,4905,16285,15572,31857
2001,Baden-Wurttemberg,Saarland,155,114,269,811,749,1560
2001,Baden-Wurttemberg,Berlin,475,356,831,3205,2947,6152
2001,Baden-Wurttemberg,Brandenburg,63,45,108,958,818,1776
2001,Baden-Wurttemberg,Mecklenburg-Vorpommern,36,18,54,478,462,940
2001,Baden-Wurttemberg,Sachsen,192,121,313,2273,1958,4231
2001,Baden-Wurttemberg,Sachsen-Anhalt,110,30,140,895,716,1611
2001,Baden-Wurttemberg,Thuringen,106,60,166,1013,913,1926
2001,Baden-Wurttemberg,Insgesamt,9915,6904,16819,54669,50991,105660
2001,Bayern,Schleswig-Holstein,166,104,270,1338,1393,2731
2001,Bayern,Hamburg,267,141,408,1357,1278,2635
2001,Bayern,Niedersachsen,486,359,845,3432,3211,6643
2001,Bayern,Bremen,72,48,120,339,317,656
2001,Bayern,Nordrhein-Westfalen,1926,1299,3225,8112,7360,15472
2001,Bayern,Hessen,1412,938,2350,6222,5587,11809
2001,Bayern,Rheinland-Pfalz,495,341,836,2530,2276,4806
2001,Bayern,Baden-Wurttemberg,2882,1983,4865,15082,14535,29617
2001,Bayern,Bayern,0,0,0,0,0,0
2001,Bayern,Saarland,77,55,132,463,418,881
2001,Bayern,Berlin,542,398,940,3469,3096,6565
2001,Bayern,Brandenburg,66,43,109,1113,949,2062
2001,Bayern,Mecklenburg-Vorpommern,38,13,51,517,418,935
2001,Bayern,Sachsen,249,139,388,3426,3054,6480
2001,Bayern,Sachsen-Anhalt,178,55,233,1137,889,2026
2001,Bayern,Thuringen,137,65,202,2021,1855,3876
2001,Bayern,Insgesamt,8993,5981,14974,50558,46636,97194
2001,Saarland,Schleswig-Holstein,15,12,27,86,100,186
2001,Saarland,Hamburg,11,11,22,79,72,151
2001,Saarland,Niedersachsen,31,46,77,249,283,532
2001,Saarland,Bremen,20,20,40,39,43,82
2001,Saarland,Nordrhein-Westfalen,265,194,459,937,874,1811
2001,Saarland,Hessen,136,92,228,620,567,1187
2001,Saarland,Rheinland-Pfalz,245,198,443,1997,1891,3888
2001,Saarland,Baden-Wurttemberg,237,184,421,1176,1133,2309
2001,Saarland,Bayern,94,81,175,637,614,1251
2001,Saarland,Saarland,0,0,0,0,0,0
2001,Saarland,Berlin,49,46,95,223,203,426
2001,Saarland,Brandenburg,0,1,1,44,44,88
2001,Saarland,Mecklenburg-Vorpommern,14,10,24,38,23,61
2001,Saarland,Sachsen,14,15,29,89,79,168
2001,Saarland,Sachsen-Anhalt,6,2,8,45,41,86
2001,Saarland,Thuringen,7,9,16,53,46,99
2001,Saarland,Insgesamt,1144,921,2065,6312,6013,12325
2001,Berlin,Schleswig-Holstein,79,68,147,1256,1197,2453
2001,Berlin,Hamburg,180,153,333,1054,1032,2086
2001,Berlin,Niedersachsen,294,261,555,2687,2589,5276
2001,Berlin,Bremen,71,53,124,275,301,576
2001,Berlin,Nordrhein-Westfalen,899,710,1609,4124,3811,7935
2001,Berlin,Hessen,369,303,672,1854,1752,3606
2001,Berlin,Rheinland-Pfalz,167,111,278,768,718,1486
2001,Berlin,Baden-Wurttemberg,705,542,1247,3377,3019,6396
2001,Berlin,Bayern,805,637,1442,4192,3968,8160
2001,Berlin,Saarland,22,12,34,127,122,249
2001,Berlin,Berlin,0,0,0,0,0,0
2001,Berlin,Brandenburg,818,597,1415,17264,17269,34533
2001,Berlin,Mecklenburg-Vorpommern,131,51,182,1270,1225,2495
2001,Berlin,Sachsen,213,126,339,1306,1108,2414
2001,Berlin,Sachsen-Anhalt,128,77,205,800,722,1522
2001,Berlin,Thuringen,62,49,111,552,504,1056
2001,Berlin,Insgesamt,4943,3750,8693,40906,39337,80243
2001,Brandenburg,Schleswig-Holstein,18,29,47,875,921,1796
2001,Brandenburg,Hamburg,28,22,50,601,693,1294
2001,Brandenburg,Niedersachsen,114,88,202,2227,2385,4612
2001,Brandenburg,Bremen,19,13,32,168,193,361
2001,Brandenburg,Nordrhein-Westfalen,244,155,399,2907,3079,5986
2001,Brandenburg,Hessen,69,68,137,1114,1252,2366
2001,Brandenburg,Rheinland-Pfalz,61,26,87,705,703,1408
2001,Brandenburg,Baden-Wurttemberg,218,175,393,3537,3394,6931
2001,Brandenburg,Bayern,216,150,366,3646,3471,7117
2001,Brandenburg,Saarland,6,10,16,78,113,191
2001,Brandenburg,Berlin,1207,855,2062,11070,11285,22355
2001,Brandenburg,Brandenburg,0,0,0,0,0,0
2001,Brandenburg,Mecklenburg-Vorpommern,57,35,92,1489,1559,3048
2001,Brandenburg,Sachsen,108,76,184,1860,1923,3783
2001,Brandenburg,Sachsen-Anhalt,79,43,122,1063,1089,2152
2001,Brandenburg,Thuringen,18,18,36,448,494,942
2001,Brandenburg,Insgesamt,2462,1763,4225,31788,32554,64342
2001,Mecklenburg-Vorpommern,Schleswig-Holstein,162,112,274,3616,3656,7272
2001,Mecklenburg-Vorpommern,Hamburg,274,172,446,2509,2553,5062
2001,Mecklenburg-Vorpommern,Niedersachsen,208,162,370,2696,2584,5280
2001,Mecklenburg-Vorpommern,Bremen,42,28,70,309,324,633
2001,Mecklenburg-Vorpommern,Nordrhein-Westfalen,289,185,474,1889,1879,3768
2001,Mecklenburg-Vorpommern,Hessen,69,44,113,651,618,1269
2001,Mecklenburg-Vorpommern,Rheinland-Pfalz,31,29,60,414,382,796
2001,Mecklenburg-Vorpommern,Baden-Wurttemberg,116,101,217,1441,1333,2774
2001,Mecklenburg-Vorpommern,Bayern,121,80,201,1346,1204,2550
2001,Mecklenburg-Vorpommern,Saarland,9,4,13,68,44,112
2001,Mecklenburg-Vorpommern,Berlin,247,157,404,2043,2090,4133
2001,Mecklenburg-Vorpommern,Brandenburg,45,30,75,1216,1248,2464
2001,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,0,0,0,0,0,0
2001,Mecklenburg-Vorpommern,Sachsen,30,24,54,637,607,1244
2001,Mecklenburg-Vorpommern,Sachsen-Anhalt,20,14,34,444,421,865
2001,Mecklenburg-Vorpommern,Thuringen,7,4,11,292,250,542
2001,Mecklenburg-Vorpommern,Insgesamt,1670,1146,2816,19571,19193,38764
2001,Sachsen,Schleswig-Holstein,44,25,69,565,605,1170
2001,Sachsen,Hamburg,149,69,218,533,508,1041
2001,Sachsen,Niedersachsen,293,182,475,1957,1950,3907
2001,Sachsen,Bremen,43,22,65,178,159,337
2001,Sachsen,Nordrhein-Westfalen,741,438,1179,4112,4153,8265
2001,Sachsen,Hessen,419,203,622,2680,2680,5360
2001,Sachsen,Rheinland-Pfalz,157,78,235,1261,1196,2457
2001,Sachsen,Baden-Wurttemberg,681,436,1117,7674,7170,14844
2001,Sachsen,Bayern,815,429,1244,10464,9909,20373
2001,Sachsen,Saarland,19,13,32,137,162,299
2001,Sachsen,Berlin,456,246,702,2095,2111,4206
2001,Sachsen,Brandenburg,101,62,163,1686,1788,3474
2001,Sachsen,Mecklenburg-Vorpommern,50,31,81,617,680,1297
2001,Sachsen,Sachsen,0,0,0,0,0,0
2001,Sachsen,Sachsen-Anhalt,193,90,283,1772,1787,3559
2001,Sachsen,Thuringen,166,55,221,1848,1860,3708
2001,Sachsen,Insgesamt,4327,2379,6706,37579,36718,74297
2001,Sachsen-Anhalt,Schleswig-Holstein,40,23,63,577,589,1166
2001,Sachsen-Anhalt,Hamburg,89,37,126,474,469,943
2001,Sachsen-Anhalt,Niedersachsen,357,254,611,5174,5591,10765
2001,Sachsen-Anhalt,Bremen,27,11,38,165,152,317
2001,Sachsen-Anhalt,Nordrhein-Westfalen,700,425,1125,3435,3525,6960
2001,Sachsen-Anhalt,Hessen,204,124,328,1558,1574,3132
2001,Sachsen-Anhalt,Rheinland-Pfalz,157,65,222,896,740,1636
2001,Sachsen-Anhalt,Baden-Wurttemberg,359,235,594,3677,3416,7093
2001,Sachsen-Anhalt,Bayern,452,246,698,4386,4118,8504
2001,Sachsen-Anhalt,Saarland,8,5,13,62,71,133
2001,Sachsen-Anhalt,Berlin,291,170,461,1448,1443,2891
2001,Sachsen-Anhalt,Brandenburg,61,40,101,1154,1173,2327
2001,Sachsen-Anhalt,Mecklenburg-Vorpommern,38,23,61,577,662,1239
2001,Sachsen-Anhalt,Sachsen,227,146,373,2525,2607,5132
2001,Sachsen-Anhalt,Sachsen-Anhalt,0,0,0,0,0,0
2001,Sachsen-Anhalt,Thuringen,78,53,131,1346,1338,2684
2001,Sachsen-Anhalt,Insgesamt,3088,1857,4945,27454,27468,54922
2001,Thuringen,Schleswig-Holstein,13,7,20,256,275,531
2001,Thuringen,Hamburg,27,19,46,190,194,384
2001,Thuringen,Niedersachsen,167,125,292,1577,1772,3349
2001,Thuringen,Bremen,15,8,23,77,97,174
2001,Thuringen,Nordrhein-Westfalen,339,221,560,2147,2157,4304
2001,Thuringen,Hessen,258,113,371,2554,2890,5444
2001,Thuringen,Rheinland-Pfalz,80,52,132,712,743,1455
2001,Thuringen,Baden-Wurttemberg,274,171,445,3104,3069,6173
2001,Thuringen,Bayern,259,184,443,4636,5084,9720
2001,Thuringen,Saarland,7,2,9,80,85,165
2001,Thuringen,Berlin,85,64,149,761,862,1623
2001,Thuringen,Brandenburg,15,5,20,416,441,857
2001,Thuringen,Mecklenburg-Vorpommern,16,6,22,257,267,524
2001,Thuringen,Sachsen,168,47,215,2121,2120,4241
2001,Thuringen,Sachsen-Anhalt,68,32,100,1125,1062,2187
2001,Thuringen,Thuringen,0,0,0,0,0,0
2001,Thuringen,Insgesamt,1791,1056,2847,20013,21118,41131
2001,Insgesamt,Schleswig-Holstein,3027,2316,5343,31048,32137,63185
2001,Insgesamt,Hamburg,4198,2949,7147,29424,28705,58129
2001,Insgesamt,Niedersachsen,6483,4864,11347,60887,61919,122806
2001,Insgesamt,Bremen,1595,1196,2791,10485,10136,20621
2001,Insgesamt,Nordrhein-Westfalen,14835,10809,25644,83176,81951,165127
2001,Insgesamt,Hessen,9325,6706,16031,49619,48261,97880
2001,Insgesamt,Rheinland-Pfalz,6158,4396,10554,36323,34148,70471
2001,Insgesamt,Baden-Wurttemberg,12813,9748,22561,76865,73272,150137
2001,Insgesamt,Bayern,12103,8552,20655,81629,77284,158913
2001,Insgesamt,Saarland,886,730,1616,5665,5642,11307
2001,Insgesamt,Berlin,5558,4213,9771,40478,39064,79542
2001,Insgesamt,Brandenburg,1651,1252,2903,30140,29731,59871
2001,Insgesamt,Mecklenburg-Vorpommern,663,357,1020,12459,12138,24597
2001,Insgesamt,Sachsen,2272,1461,3733,22804,21508,44312
2001,Insgesamt,Sachsen-Anhalt,1567,916,2483,14320,13301,27621
2001,Insgesamt,Thuringen,1273,776,2049,13412,12890,26302
2001,Insgesamt,Insgesamt,84407,61241,145648,598734,582087,1180821
2002,Schleswig-Holstein,Schleswig-Holstein,0,0,0,0,0,0
2002,Schleswig-Holstein,Hamburg,1111,923,2034,9099,9045,18144
2002,Schleswig-Holstein,Niedersachsen,320,247,567,4119,4124,8243
2002,Schleswig-Holstein,Bremen,85,34,119,467,396,863
2002,Schleswig-Holstein,Nordrhein-Westfalen,395,322,717,2830,2774,5604
2002,Schleswig-Holstein,Hessen,143,104,247,1012,1025,2037
2002,Schleswig-Holstein,Rheinland-Pfalz,52,52,104,506,519,1025
2002,Schleswig-Holstein,Baden-Wurttemberg,203,159,362,1533,1498,3031
2002,Schleswig-Holstein,Bayern,212,133,345,1507,1382,2889
2002,Schleswig-Holstein,Saarland,8,6,14,78,90,168
2002,Schleswig-Holstein,Berlin,131,77,208,1397,1258,2655
2002,Schleswig-Holstein,Brandenburg,17,12,29,471,406,877
2002,Schleswig-Holstein,Mecklenburg-Vorpommern,92,40,132,2206,1931,4137
2002,Schleswig-Holstein,Sachsen,21,15,36,363,314,677
2002,Schleswig-Holstein,Sachsen-Anhalt,16,13,29,331,269,600
2002,Schleswig-Holstein,Thuringen,9,11,20,166,162,328
2002,Schleswig-Holstein,Insgesamt,2815,2148,4963,26085,25193,51278
2002,Hamburg,Schleswig-Holstein,917,850,1767,10756,11099,21855
2002,Hamburg,Hamburg,0,0,0,0,0,0
2002,Hamburg,Niedersachsen,587,445,1032,6236,6139,12375
2002,Hamburg,Bremen,100,66,166,415,427,842
2002,Hamburg,Nordrhein-Westfalen,489,284,773,2178,1929,4107
2002,Hamburg,Hessen,189,137,326,951,928,1879
2002,Hamburg,Rheinland-Pfalz,37,30,67,268,228,496
2002,Hamburg,Baden-Wurttemberg,224,172,396,1162,1109,2271
2002,Hamburg,Bayern,264,164,428,1270,1149,2419
2002,Hamburg,Saarland,8,5,13,52,47,99
2002,Hamburg,Berlin,235,170,405,1604,1454,3058
2002,Hamburg,Brandenburg,18,9,27,282,266,548
2002,Hamburg,Mecklenburg-Vorpommern,66,30,96,953,874,1827
2002,Hamburg,Sachsen,39,24,63,244,230,474
2002,Hamburg,Sachsen-Anhalt,24,11,35,199,137,336
2002,Hamburg,Thuringen,19,13,32,135,101,236
2002,Hamburg,Insgesamt,3216,2410,5626,26705,26117,52822
2002,Niedersachsen,Schleswig-Holstein,692,621,1313,5455,5690,11145
2002,Niedersachsen,Hamburg,853,687,1540,6738,6687,13425
2002,Niedersachsen,Niedersachsen,0,0,0,0,0,0
2002,Niedersachsen,Bremen,825,650,1475,6860,6753,13613
2002,Niedersachsen,Nordrhein-Westfalen,3361,2886,6247,23871,24083,47954
2002,Niedersachsen,Hessen,1321,1189,2510,6715,6968,13683
2002,Niedersachsen,Rheinland-Pfalz,649,648,1297,3553,3662,7215
2002,Niedersachsen,Baden-Wurttemberg,2030,1920,3950,9403,9723,19126
2002,Niedersachsen,Bayern,1843,1656,3499,10037,10298,20335
2002,Niedersachsen,Saarland,189,179,368,753,829,1582
2002,Niedersachsen,Berlin,575,504,1079,4177,3998,8175
2002,Niedersachsen,Brandenburg,320,312,632,2744,2804,5548
2002,Niedersachsen,Mecklenburg-Vorpommern,341,320,661,2625,2537,5162
2002,Niedersachsen,Sachsen,562,606,1168,3959,4101,8060
2002,Niedersachsen,Sachsen-Anhalt,485,360,845,4366,4220,8586
2002,Niedersachsen,Thuringen,300,292,592,2464,2457,4921
2002,Niedersachsen,Insgesamt,14346,12830,27176,93720,94810,188530
2002,Bremen,Schleswig-Holstein,50,29,79,354,348,702
2002,Bremen,Hamburg,126,106,232,476,517,993
2002,Bremen,Niedersachsen,658,557,1215,6766,6993,13759
2002,Bremen,Bremen,0,0,0,0,0,0
2002,Bremen,Nordrhein-Westfalen,314,224,538,966,912,1878
2002,Bremen,Hessen,108,62,170,360,307,667
2002,Bremen,Rheinland-Pfalz,10,18,28,102,112,214
2002,Bremen,Baden-Wurttemberg,81,76,157,401,432,833
2002,Bremen,Bayern,98,60,158,394,351,745
2002,Bremen,Saarland,5,6,11,20,26,46
2002,Bremen,Berlin,67,55,122,390,347,737
2002,Bremen,Brandenburg,10,8,18,63,80,143
2002,Bremen,Mecklenburg-Vorpommern,15,10,25,138,125,263
2002,Bremen,Sachsen,22,19,41,85,90,175
2002,Bremen,Sachsen-Anhalt,15,4,19,75,59,134
2002,Bremen,Thuringen,8,4,12,43,43,86
2002,Bremen,Insgesamt,1587,1238,2825,10633,10742,21375
2002,Nordrhein-Westfalen,Schleswig-Holstein,330,242,572,3161,3428,6589
2002,Nordrhein-Westfalen,Hamburg,598,381,979,2861,2648,5509
2002,Nordrhein-Westfalen,Niedersachsen,1948,1286,3234,14972,14967,29939
2002,Nordrhein-Westfalen,Bremen,212,191,403,924,971,1895
2002,Nordrhein-Westfalen,Nordrhein-Westfalen,0,0,0,0,0,0
2002,Nordrhein-Westfalen,Hessen,1879,1227,3106,8681,8287,16968
2002,Nordrhein-Westfalen,Rheinland-Pfalz,1183,849,2032,9201,8654,17855
2002,Nordrhein-Westfalen,Baden-Wurttemberg,1897,1430,3327,9579,8866,18445
2002,Nordrhein-Westfalen,Bayern,1872,1232,3104,9394,8407,17801
2002,Nordrhein-Westfalen,Saarland,165,113,278,779,724,1503
2002,Nordrhein-Westfalen,Berlin,823,620,1443,5188,4751,9939
2002,Nordrhein-Westfalen,Brandenburg,113,62,175,1440,1279,2719
2002,Nordrhein-Westfalen,Mecklenburg-Vorpommern,117,43,160,1104,968,2072
2002,Nordrhein-Westfalen,Sachsen,233,181,414,2012,1851,3863
2002,Nordrhein-Westfalen,Sachsen-Anhalt,227,86,313,1421,1235,2656
2002,Nordrhein-Westfalen,Thuringen,128,74,202,1153,1023,2176
2002,Nordrhein-Westfalen,Insgesamt,11725,8017,19742,71870,68059,139929
2002,Hessen,Schleswig-Holstein,136,98,234,1121,1165,2286
2002,Hessen,Hamburg,231,150,381,1127,1073,2200
2002,Hessen,Niedersachsen,563,428,991,4097,4165,8262
2002,Hessen,Bremen,89,65,154,360,388,748
2002,Hessen,Nordrhein-Westfalen,1893,1344,3237,8214,8141,16355
2002,Hessen,Hessen,0,0,0,0,0,0
2002,Hessen,Rheinland-Pfalz,1414,1034,2448,7347,6789,14136
2002,Hessen,Baden-Wurttemberg,1652,1163,2815,7725,7322,15047
2002,Hessen,Bayern,1387,1008,2395,7266,6805,14071
2002,Hessen,Saarland,63,79,142,414,409,823
2002,Hessen,Berlin,327,259,586,2129,1937,4066
2002,Hessen,Brandenburg,51,30,81,485,455,940
2002,Hessen,Mecklenburg-Vorpommern,43,10,53,357,271,628
2002,Hessen,Sachsen,217,99,316,1190,1033,2223
2002,Hessen,Sachsen-Anhalt,86,37,123,579,535,1114
2002,Hessen,Thuringen,144,83,227,1444,1441,2885
2002,Hessen,Insgesamt,8296,5887,14183,43855,41929,85784
2002,Rheinland-Pfalz,Schleswig-Holstein,59,41,100,506,533,1039
2002,Rheinland-Pfalz,Hamburg,82,56,138,369,331,700
2002,Rheinland-Pfalz,Niedersachsen,223,168,391,1482,1458,2940
2002,Rheinland-Pfalz,Bremen,29,26,55,143,141,284
2002,Rheinland-Pfalz,Nordrhein-Westfalen,1297,1024,2321,7905,7903,15808
2002,Rheinland-Pfalz,Hessen,1333,1003,2336,6149,5973,12122
2002,Rheinland-Pfalz,Rheinland-Pfalz,0,0,0,0,0,0
2002,Rheinland-Pfalz,Baden-Wurttemberg,1361,1023,2384,6523,6129,12652
2002,Rheinland-Pfalz,Bayern,470,373,843,2621,2538,5159
2002,Rheinland-Pfalz,Saarland,182,171,353,1887,1773,3660
2002,Rheinland-Pfalz,Berlin,129,111,240,818,733,1551
2002,Rheinland-Pfalz,Brandenburg,32,15,47,276,267,543
2002,Rheinland-Pfalz,Mecklenburg-Vorpommern,26,11,37,194,162,356
2002,Rheinland-Pfalz,Sachsen,74,48,122,512,479,991
2002,Rheinland-Pfalz,Sachsen-Anhalt,48,23,71,343,242,585
2002,Rheinland-Pfalz,Thuringen,25,22,47,353,328,681
2002,Rheinland-Pfalz,Insgesamt,5370,4115,9485,30081,28990,59071
2002,Baden-Wurttemberg,Schleswig-Holstein,187,118,305,1350,1356,2706
2002,Baden-Wurttemberg,Hamburg,192,161,353,1278,1201,2479
2002,Baden-Wurttemberg,Niedersachsen,514,390,904,3610,3472,7082
2002,Baden-Wurttemberg,Bremen,91,92,183,388,424,812
2002,Baden-Wurttemberg,Nordrhein-Westfalen,1858,1391,3249,7984,7627,15611
2002,Baden-Wurttemberg,Hessen,1651,1130,2781,7257,6897,14154
2002,Baden-Wurttemberg,Rheinland-Pfalz,1369,1025,2394,6742,6012,12754
2002,Baden-Wurttemberg,Baden-Wurttemberg,0,0,0,0,0,0
2002,Baden-Wurttemberg,Bayern,2731,1934,4665,14992,14302,29294
2002,Baden-Wurttemberg,Saarland,130,108,238,774,757,1531
2002,Baden-Wurttemberg,Berlin,467,349,816,3277,2853,6130
2002,Baden-Wurttemberg,Brandenburg,78,50,128,973,910,1883
2002,Baden-Wurttemberg,Mecklenburg-Vorpommern,46,35,81,543,524,1067
2002,Baden-Wurttemberg,Sachsen,193,116,309,2376,2018,4394
2002,Baden-Wurttemberg,Sachsen-Anhalt,131,47,178,1052,789,1841
2002,Baden-Wurttemberg,Thuringen,89,38,127,1073,938,2011
2002,Baden-Wurttemberg,Insgesamt,9727,6984,16711,53669,50080,103749
2002,Bayern,Schleswig-Holstein,205,132,337,1401,1401,2802
2002,Bayern,Hamburg,368,214,582,1430,1317,2747
2002,Bayern,Niedersachsen,709,480,1189,3755,3430,7185
2002,Bayern,Bremen,115,95,210,406,410,816
2002,Bayern,Nordrhein-Westfalen,2063,1385,3448,8257,7418,15675
2002,Bayern,Hessen,1478,964,2442,6132,5842,11974
2002,Bayern,Rheinland-Pfalz,542,341,883,2678,2280,4958
2002,Bayern,Baden-Wurttemberg,2882,2013,4895,15254,14621,29875
2002,Bayern,Bayern,0,0,0,0,0,0
2002,Bayern,Saarland,88,83,171,495,451,946
2002,Bayern,Berlin,539,440,979,3588,3235,6823
2002,Bayern,Brandenburg,65,42,107,1126,1011,2137
2002,Bayern,Mecklenburg-Vorpommern,88,47,135,600,514,1114
2002,Bayern,Sachsen,329,208,537,3684,3185,6869
2002,Bayern,Sachsen-Anhalt,123,71,194,1264,1130,2394
2002,Bayern,Thuringen,161,90,251,2171,1983,4154
2002,Bayern,Insgesamt,9755,6605,16360,52241,48228,100469
2002,Saarland,Schleswig-Holstein,3,7,10,81,102,183
2002,Saarland,Hamburg,52,43,95,108,93,201
2002,Saarland,Niedersachsen,29,38,67,244,234,478
2002,Saarland,Bremen,23,20,43,57,45,102
2002,Saarland,Nordrhein-Westfalen,261,174,435,892,869,1761
2002,Saarland,Hessen,125,79,204,546,494,1040
2002,Saarland,Rheinland-Pfalz,222,172,394,2026,1873,3899
2002,Saarland,Baden-Wurttemberg,188,148,336,1021,967,1988
2002,Saarland,Bayern,124,98,222,536,502,1038
2002,Saarland,Saarland,0,0,0,0,0,0
2002,Saarland,Berlin,49,30,79,204,198,402
2002,Saarland,Brandenburg,3,3,6,43,41,84
2002,Saarland,Mecklenburg-Vorpommern,1,3,4,28,24,52
2002,Saarland,Sachsen,10,10,20,80,82,162
2002,Saarland,Sachsen-Anhalt,4,0,4,41,32,73
2002,Saarland,Thuringen,9,4,13,49,42,91
2002,Saarland,Insgesamt,1103,829,1932,5956,5598,11554
2002,Berlin,Schleswig-Holstein,92,87,179,1301,1281,2582
2002,Berlin,Hamburg,200,154,354,1094,1184,2278
2002,Berlin,Niedersachsen,408,285,693,2872,2772,5644
2002,Berlin,Bremen,86,59,145,307,312,619
2002,Berlin,Nordrhein-Westfalen,915,676,1591,4284,3942,8226
2002,Berlin,Hessen,347,289,636,1936,1827,3763
2002,Berlin,Rheinland-Pfalz,144,108,252,807,740,1547
2002,Berlin,Baden-Wurttemberg,661,515,1176,3471,3211,6682
2002,Berlin,Bayern,803,642,1445,4095,3675,7770
2002,Berlin,Saarland,53,27,80,185,169,354
2002,Berlin,Berlin,0,0,0,0,0,0
2002,Berlin,Brandenburg,791,619,1410,16685,16617,33302
2002,Berlin,Mecklenburg-Vorpommern,197,102,299,1417,1263,2680
2002,Berlin,Sachsen,276,162,438,1336,1207,2543
2002,Berlin,Sachsen-Anhalt,154,89,243,877,820,1697
2002,Berlin,Thuringen,78,46,124,548,511,1059
2002,Berlin,Insgesamt,5205,3860,9065,41215,39531,80746
2002,Brandenburg,Schleswig-Holstein,38,32,70,973,1015,1988
2002,Brandenburg,Hamburg,68,41,109,678,726,1404
2002,Brandenburg,Niedersachsen,106,96,202,2165,2330,4495
2002,Brandenburg,Bremen,20,13,33,174,209,383
2002,Brandenburg,Nordrhein-Westfalen,250,173,423,2676,2697,5373
2002,Brandenburg,Hessen,121,77,198,1162,1236,2398
2002,Brandenburg,Rheinland-Pfalz,46,42,88,706,677,1383
2002,Brandenburg,Baden-Wurttemberg,184,141,325,3081,2973,6054
2002,Brandenburg,Bayern,160,112,272,2948,2824,5772
2002,Brandenburg,Saarland,4,7,11,89,96,185
2002,Brandenburg,Berlin,1184,850,2034,11598,11997,23595
2002,Brandenburg,Brandenburg,0,0,0,0,0,0
2002,Brandenburg,Mecklenburg-Vorpommern,63,29,92,1426,1494,2920
2002,Brandenburg,Sachsen,79,54,133,1745,1815,3560
2002,Brandenburg,Sachsen-Anhalt,75,29,104,1070,1034,2104
2002,Brandenburg,Thuringen,26,15,41,474,491,965
2002,Brandenburg,Insgesamt,2424,1711,4135,30965,31614,62579
2002,Mecklenburg-Vorpommern,Schleswig-Holstein,148,110,258,3572,3891,7463
2002,Mecklenburg-Vorpommern,Hamburg,221,131,352,2735,2844,5579
2002,Mecklenburg-Vorpommern,Niedersachsen,146,114,260,2673,2830,5503
2002,Mecklenburg-Vorpommern,Bremen,41,25,66,331,335,666
2002,Mecklenburg-Vorpommern,Nordrhein-Westfalen,259,135,394,1731,1721,3452
2002,Mecklenburg-Vorpommern,Hessen,86,38,124,583,591,1174
2002,Mecklenburg-Vorpommern,Rheinland-Pfalz,38,25,63,369,349,718
2002,Mecklenburg-Vorpommern,Baden-Wurttemberg,125,89,214,1296,1235,2531
2002,Mecklenburg-Vorpommern,Bayern,108,56,164,1216,1147,2363
2002,Mecklenburg-Vorpommern,Saarland,4,3,7,55,49,104
2002,Mecklenburg-Vorpommern,Berlin,203,119,322,1887,1953,3840
2002,Mecklenburg-Vorpommern,Brandenburg,44,24,68,1214,1271,2485
2002,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,0,0,0,0,0,0
2002,Mecklenburg-Vorpommern,Sachsen,35,27,62,576,622,1198
2002,Mecklenburg-Vorpommern,Sachsen-Anhalt,24,15,39,418,411,829
2002,Mecklenburg-Vorpommern,Thuringen,19,8,27,270,281,551
2002,Mecklenburg-Vorpommern,Insgesamt,1501,919,2420,18926,19530,38456
2002,Sachsen,Schleswig-Holstein,46,24,70,507,558,1065
2002,Sachsen,Hamburg,161,83,244,511,549,1060
2002,Sachsen,Niedersachsen,280,167,447,1982,1977,3959
2002,Sachsen,Bremen,49,30,79,162,170,332
2002,Sachsen,Nordrhein-Westfalen,778,389,1167,3849,3880,7729
2002,Sachsen,Hessen,384,197,581,2451,2370,4821
2002,Sachsen,Rheinland-Pfalz,171,88,259,1285,1137,2422
