year,years,foreigners male arrivals,foreigners male departures,foreigners male balance,foreigners female arrivals,foreigners female departures,foreigners female balance,foreigners total arrivals,foreigners total departures,foreigners total balance,total male arrivals,total male departures,total male balance,total female arrivals,total female departures,total female balance,total arrivals,total departures,total balance
2011,81 years,95,181,-86,174,226,-52,269,407,-138,707,822,-115,1444,1514,-70,2151,2336,-185
2011,82 years,74,147,-73,135,172,-37,209,319,-110,707,803,-96,1323,1414,-91,2030,2217,-187
2011,83 years,68,109,-41,142,174,-32,210,283,-73,647,715,-68,1353,1415,-62,2000,2130,-130
2011,84 years,65,96,-31,100,125,-25,165,221,-56,626,680,-54,1368,1428,-60,1994,2108,-114
2011,85 years,54,92,-38,87,127,-40,141,219,-78,572,627,-55,1308,1382,-74,1880,2009,-129
2011,86 years,33,66,-33,94,84,10,127,150,-23,446,499,-53,1392,1419,-27,1838,1918,-80
2011,87 years,27,50,-23,78,79,-1,105,129,-24,389,432,-43,1215,1259,-44,1604,1691,-87
2011,88 years,19,30,-11,53,49,4,72,79,-7,325,354,-29,1207,1225,-18,1532,1579,-47
2011,89 years,18,31,-13,54,52,2,72,83,-11,295,315,-20,1137,1154,-17,1432,1469,-37
2011,90 years,14,37,-23,27,43,-16,41,80,-39,278,309,-31,1021,1074,-53,1299,1383,-84
2011,91 years,20,27,-7,37,31,6,57,58,-1,256,275,-19,860,872,-12,1116,1147,-31
2011,92 years,11,13,-2,21,28,-7,32,41,-9,136,141,-5,526,547,-21,662,688,-26
2011,93 years,5,9,-4,12,14,-2,17,23,-6,59,69,-10,263,271,-8,322,340,-18
2011,94 years,7,4,3,10,9,1,17,13,4,55,53,2,235,240,-5,290,293,-3
2011,95 years and over,6,38,-32,28,74,-46,34,112,-78,182,223,-41,777,856,-79,959,1079,-120
2011,Total,591362,421163,170199,388482,255823,132659,979844,676986,302858,1140624,980150,160474,930845,811989,118856,2071469,1792139,279330
2012,under 1 year,2049,715,1334,1921,679,1242,3970,1394,2576,6181,4085,2096,5742,3743,1999,11923,7828,4095
2012,1 year,4663,1860,2803,4273,1801,2472,8936,3661,5275,12771,9480,3291,11842,8956,2886,24613,18436,6177
2012,2 years,4729,1983,2746,4290,1917,2373,9019,3900,5119,11553,8706,2847,10701,8243,2458,22254,16949,5305
2012,3 years,4430,1940,2490,4125,1791,2334,8555,3731,4824,10442,8047,2395,9686,7402,2284,20128,15449,4679
2012,4 years,4054,1866,2188,3913,1767,2146,7967,3633,4334,9219,7201,2018,8741,6776,1965,17960,13977,3983
2012,5 years,3854,1736,2118,3606,1659,1947,7460,3395,4065,8475,6668,1807,8053,6350,1703,16528,13018,3510
2012,6 years,3562,1761,1801,3199,1641,1558,6761,3402,3359,7921,6592,1329,7437,6297,1140,15358,12889,2469
2012,7 years,3269,1514,1755,2889,1331,1558,6158,2845,3313,6941,5383,1558,6435,5048,1387,13376,10431,2945
2012,8 years,3017,1372,1645,2765,1259,1506,5782,2631,3151,6372,4800,1572,6135,4766,1369,12507,9566,2941
2012,9 years,2920,1189,1731,2675,1150,1525,5595,2339,3256,6177,4445,1732,5667,4185,1482,11844,8630,3214
2012,10 years,2814,1209,1605,2510,1053,1457,5324,2262,3062,6120,4540,1580,5713,4310,1403,11833,8850,2983
2012,11 years,2671,1114,1557,2452,1069,1383,5123,2183,2940,5716,4203,1513,5422,4032,1390,11138,8235,2903
2012,12 years,2833,1141,1692,2552,1049,1503,5385,2190,3195,5968,4257,1711,5398,3903,1495,11366,8160,3206
2012,13 years,2732,1218,1514,2493,1064,1429,5225,2282,2943,5441,3942,1499,5074,3629,1445,10515,7571,2944
2012,14 years,2665,1177,1488,2433,1060,1373,5098,2237,2861,5346,3852,1494,5051,3723,1328,10397,7575,2822
2012,15 years,3036,1194,1842,2533,1140,1393,5569,2334,3235,5707,3807,1900,5196,3805,1391,10903,7612,3291
2012,16 years,3909,1435,2474,3277,1524,1753,7186,2959,4227,6773,4232,2541,6299,4515,1784,13072,8747,4325
2012,17 years,4078,1783,2295,3412,1790,1622,7490,3573,3917,7247,4794,2453,6948,5220,1728,14195,10014,4181
2012,18 years,6946,3061,3885,6403,3156,3247,13349,6217,7132,13281,9005,4276,14715,11169,3546,27996,20174,7822
2012,19 years,12318,5724,6594,11836,5346,6490,24154,11070,13084,24190,17175,7015,28718,21961,6757,52908,39136,13772
2012,20 years,16731,8871,7860,15947,7844,8103,32678,16715,15963,32587,24426,8161,37508,29346,8162,70095,53772,16323
2012,21 years,20597,12186,8411,19272,11246,8026,39869,23432,16437,37781,29327,8454,40949,33012,7937,78730,62339,16391
2012,22 years,23281,14115,9166,21428,13149,8279,44709,27264,17445,42116,32933,9183,44295,36191,8104,86411,69124,17287
2012,23 years,25477,15410,10067,21633,12699,8934,47110,28109,19001,44780,34742,10038,45506,36904,8602,90286,71646,18640
2012,24 years,26245,16215,10030,20814,12615,8199,47059,28830,18229,47580,37672,9908,45781,38165,7616,93361,75837,17524
2012,25 years,25959,16338,9621,18861,11231,7630,44820,27569,17251,47881,38576,9305,43594,36785,6809,91475,75361,16114
2012,26 years,25238,15971,9267,17044,10108,6936,42282,26079,16203,47433,38704,8729,40697,34652,6045,88130,73356,14774
2012,27 years,24499,15902,8597,15752,9361,6391,40251,25263,14988,44883,36851,8032,36783,31243,5540,81666,68094,13572
2012,28 years,23732,15684,8048,14427,8739,5688,38159,24423,13736,42845,35380,7465,32782,27951,4831,75627,63331,12296
2012,29 years,22392,15236,7156,13371,8142,5229,35763,23378,12385,40241,33640,6601,29848,25466,4382,70089,59106,10983
2012,30 years,22014,15357,6657,12579,7789,4790,34593,23146,11447,38615,32575,6040,27321,23341,3980,65936,55916,10020
2012,31 years,20675,14380,6295,11577,7158,4419,32252,21538,10714,35816,30047,5769,24880,21149,3731,60696,51196,9500
2012,32 years,20174,14604,5570,10905,6767,4138,31079,21371,9708,33999,28889,5110,22800,19114,3686,56799,48003,8796
2012,33 years,19184,13667,5517,9856,6197,3659,29040,19864,9176,31323,26206,5117,19877,16596,3281,51200,42802,8398
2012,34 years,18099,13247,4852,9189,5861,3328,27288,19108,8180,29112,24560,4552,17807,14814,2993,46919,39374,7545
2012,35 years,17623,12962,4661,8720,5533,3187,26343,18495,7848,27402,23042,4360,16341,13522,2819,43743,36564,7179
2012,36 years,17163,12533,4630,8220,5265,2955,25383,17798,7585,25999,21726,4273,15212,12618,2594,41211,34344,6867
2012,37 years,16679,12161,4518,7920,4978,2942,24599,17139,7460,24358,20134,4224,13745,11108,2637,38103,31242,6861
2012,38 years,15887,11906,3981,7508,4798,2710,23395,16704,6691,22928,19263,3665,12790,10374,2416,35718,29637,6081
2012,39 years,14418,10705,3713,7012,4390,2622,21430,15095,6335,20789,17284,3505,11852,9433,2419,32641,26717,5924
2012,40 years,14030,10544,3486,6682,4244,2438,20712,14788,5924,20605,17285,3320,11498,9221,2277,32103,26506,5597
2012,41 years,13620,9969,3651,6361,4161,2200,19981,14130,5851,20331,16824,3507,11230,9228,2002,31561,26052,5509
2012,42 years,13045,9913,3132,6238,4009,2229,19283,13922,5361,19482,16419,3063,10956,8902,2054,30438,25321,5117
2012,43 years,12525,9397,3128,5827,3966,1861,18352,13363,4989,18880,15860,3020,10575,8814,1761,29455,24674,4781
2012,44 years,11930,9116,2814,5745,3791,1954,17675,12907,4768,18477,15719,2758,10497,8611,1886,28974,24330,4644
2012,45 years,11072,8588,2484,5390,3493,1897,16462,12081,4381,17577,15164,2413,10158,8350,1808,27735,23514,4221
2012,46 years,9525,7243,2282,4568,3036,1532,14093,10279,3814,15768,13638,2130,9341,7913,1428,25109,21551,3558
2012,47 years,9037,7189,1848,4327,2989,1338,13364,10178,3186,14981,13177,1804,9055,7817,1238,24036,20994,3042
2012,48 years,8664,6783,1881,4217,2832,1385,12881,9615,3266,14370,12514,1856,8733,7458,1275,23103,19972,3131
2012,49 years,8004,6396,1608,4089,2933,1156,12093,9329,2764,13536,11977,1559,8628,7585,1043,22164,19562,2602
2012,50 years,7452,5928,1524,3852,2725,1127,11304,8653,2651,12416,10929,1487,8024,6956,1068,20440,17885,2555
2012,51 years,6966,5522,1444,3476,2458,1018,10442,7980,2462,11588,10250,1338,7441,6417,1024,19029,16667,2362
2012,52 years,6746,5326,1420,3517,2592,925,10263,7918,2345,10995,9697,1298,7187,6210,977,18182,15907,2275
2012,53 years,5863,4754,1109,3160,2344,816,9023,7098,1925,9894,8783,1111,6534,5739,795,16428,14522,1906
2012,54 years,5550,4604,946,2901,2212,689,8451,6816,1635,9154,8191,963,5924,5201,723,15078,13392,1686
2012,55 years,4950,4014,936,2749,2046,703,7699,6060,1639,8121,7169,952,5552,4844,708,13673,12013,1660
2012,56 years,4473,3657,816,2456,1911,545,6929,5568,1361,7479,6669,810,5121,4581,540,12600,11250,1350
2012,57 years,3915,3319,596,2139,1759,380,6054,5078,976,6763,6160,603,4624,4248,376,11387,10408,979
2012,58 years,3193,2800,393,1961,1619,342,5154,4419,735,5863,5483,380,4327,3974,353,10190,9457,733
2012,59 years,2544,2332,212,1748,1477,271,4292,3809,483,5078,4877,201,4069,3806,263,9147,8683,464
2012,60 years,2109,2051,58,1535,1452,83,3644,3503,141,4671,4603,68,3914,3837,77,8585,8440,145
2012,61 years,1676,1574,102,1373,1296,77,3049,2870,179,4138,4040,98,3912,3830,82,8050,7870,180
2012,62 years,1499,1417,82,1286,1319,-33,2785,2736,49,3933,3904,29,3674,3702,-28,7607,7606,1
2012,63 years,1183,1431,-248,1163,1220,-57,2346,2651,-305,3742,4077,-335,3589,3654,-65,7331,7731,-400
2012,64 years,1065,1259,-194,1061,1109,-48,2126,2368,-242,3331,3570,-239,3118,3154,-36,6449,6724,-275
2012,65 years,987,1371,-384,914,1073,-159,1901,2444,-543,3499,3877,-378,2862,3055,-193,6361,6932,-571
2012,66 years,840,1192,-352,828,934,-106,1668,2126,-458,2653,3070,-417,2403,2544,-141,5056,5614,-558
2012,67 years,653,922,-269,639,732,-93,1292,1654,-362,2121,2418,-297,1923,2070,-147,4044,4488,-444
2012,68 years,534,801,-267,555,692,-137,1089,1493,-404,2353,2675,-322,2160,2310,-150,4513,4985,-472
2012,69 years,534,752,-218,470,545,-75,1004,1297,-293,2228,2484,-256,2000,2141,-141,4228,4625,-397
2012,70 years,539,759,-220,478,582,-104,1017,1341,-324,2137,2379,-242,1942,2060,-118,4079,4439,-360
2012,71 years,396,630,-234,439,521,-82,835,1151,-316,2082,2355,-273,2082,2207,-125,4164,4562,-398
2012,72 years,445,668,-223,467,566,-99,912,1234,-322,2018,2248,-230,2099,2222,-123,4117,4470,-353
2012,73 years,340,592,-252,404,494,-90,744,1086,-342,1681,1997,-316,1981,2105,-124,3662,4102,-440
2012,74 years,323,576,-253,355,411,-56,678,987,-309,1620,1893,-273,1780,1878,-98,3400,3771,-371
2012,75 years,278,496,-218,284,390,-106,562,886,-324,1346,1616,-270,1634,1745,-111,2980,3361,-381
2012,76 years,255,427,-172,273,357,-84,528,784,-256,1217,1413,-196,1557,1687,-130,2774,3100,-326
2012,77 years,191,361,-170,233,314,-81,424,675,-251,1072,1286,-214,1512,1621,-109,2584,2907,-323
2012,78 years,182,339,-157,260,303,-43,442,642,-200,952,1143,-191,1507,1575,-68,2459,2718,-259
2012,79 years,168,307,-139,174,256,-82,342,563,-221,782,945,-163,1215,1318,-103,1997,2263,-266
2012,80 years,124,246,-122,219,288,-69,343,534,-191,671,822,-151,1176,1282,-106,1847,2104,-257
2012,81 years,111,190,-79,148,196,-48,259,386,-127,642,752,-110,1262,1331,-69,1904,2083,-179
2012,82 years,88,155,-67,149,194,-45,237,349,-112,688,784,-96,1329,1412,-83,2017,2196,-179
2012,83 years,97,136,-39,142,155,-13,239,291,-52,700,772,-72,1414,1456,-42,2114,2228,-114
2012,84 years,51,95,-44,119,131,-12,170,226,-56,640,715,-75,1375,1425,-50,2015,2140,-125
2012,85 years,64,106,-42,90,112,-22,154,218,-64,564,626,-62,1244,1301,-57,1808,1927,-119
2012,86 years,40,65,-25,80,99,-19,120,164,-44,500,540,-40,1285,1338,-53,1785,1878,-93
2012,87 years,36,43,-7,71,81,-10,107,124,-17,440,455,-15,1298,1332,-34,1738,1787,-49
2012,88 years,26,39,-13,62,75,-13,88,114,-26,398,425,-27,1137,1175,-38,1535,1600,-65
2012,89 years,21,33,-12,50,63,-13,71,96,-25,303,335,-32,1037,1079,-42,1340,1414,-74
2012,90 years,14,41,-27,49,56,-7,63,97,-34,306,339,-33,923,952,-29,1229,1291,-62
2012,91 years,15,26,-11,16,28,-12,31,54,-23,231,254,-23,844,881,-37,1075,1135,-60
2012,92 years,4,12,-8,21,34,-13,25,46,-21,200,218,-18,693,724,-31,893,942,-49
2012,93 years,13,13,0,19,18,1,32,31,1,106,116,-10,449,457,-8,555,573,-18
2012,94 years,2,5,-3,6,14,-8,8,19,-11,62,69,-7,216,233,-17,278,302,-24
2012,95 years and over,25,53,-28,23,107,-84,48,160,-112,152,176,-24,651,761,-110,803,937,-134
2012,Total,674648,459019,215629,441450,269930,171520,1116098,728949,387149,1205846,997367,208479,972012,811546,160466,2177858,1808913,368945
2013,under 1 year,2540,887,1653,2304,855,1449,4844,1742,3102,6533,4026,2507,6051,3833,2218,12584,7859,4725
2013,1 year,5943,2410,3533,5681,2271,3410,11624,4681,6943,14110,10127,3983,13195,9331,3864,27305,19458,7847
2013,2 years,5920,2555,3365,5652,2452,3200,11572,5007,6565,12428,9058,3370,11912,8614,3298,24340,17672,6668
2013,3 years,5734,2549,3185,5429,2391,3038,11163,4940,6223,11697,8570,3127,10920,7964,2956,22617,16534,6083
2013,4 years,5444,2344,3100,5189,2341,2848,10633,4685,5948,10226,7266,2960,9917,7170,2747,20143,14436,5707
2013,5 years,5141,2303,2838,4963,2121,2842,10104,4424,5680,9729,7081,2648,9404,6743,2661,19133,13824,5309
2013,6 years,4635,2172,2463,4383,2028,2355,9018,4200,4818,9109,7061,2048,8617,6707,1910,17726,13768,3958
2013,7 years,4195,1814,2381,4064,1739,2325,8259,3553,4706,7798,5604,2194,7484,5331,2153,15282,10935,4347
2013,8 years,3928,1702,2226,3699,1525,2174,7627,3227,4400,7173,5027,2146,6745,4610,2135,13918,9637,4281
2013,9 years,3887,1634,2253,3718,1492,2226,7605,3126,4479,7029,4800,2229,6734,4574,2160,13763,9374,4389
2013,10 years,3756,1597,2159,3481,1466,2015,7237,3063,4174,7009,4876,2133,6600,4570,2030,13609,9446,4163
2013,11 years,3594,1432,2162,3241,1303,1938,6835,2735,4100,6584,4525,2059,6027,4153,1874,12611,8678,3933
2013,12 years,3372,1312,2060,3168,1236,1932,6540,2548,3992,6182,4143,2039,5887,4006,1881,12069,8149,3920
2013,13 years,3435,1373,2062,3147,1257,1890,6582,2630,3952,6183,4163,2020,5715,3882,1833,11898,8045,3853
2013,14 years,3446,1400,2046,2932,1242,1690,6378,2642,3736,5979,3964,2015,5416,3736,1680,11395,7700,3695
2013,15 years,3643,1438,2205,3098,1278,1820,6741,2716,4025,6271,4061,2210,5677,3829,1848,11948,7890,4058
2013,16 years,4745,1745,3000,3813,1630,2183,8558,3375,5183,7751,4686,3065,6837,4625,2212,14588,9311,5277
2013,17 years,5011,2126,2885,4022,2040,1982,9033,4166,4867,8379,5346,3033,7541,5480,2061,15920,10826,5094
2013,18 years,9312,3335,5977,7273,3286,3987,16585,6621,9964,16137,9754,6383,16315,12000,4315,32452,21754,10698
2013,19 years,15910,6603,9307,13291,6021,7270,29201,12624,16577,28388,18701,9687,30650,23139,7511,59038,41840,17198
2013,20 years,19882,10346,9536,18156,8899,9257,38038,19245,18793,35292,25531,9761,39401,30097,9304,74693,55628,19065
2013,21 years,23588,13806,9782,21444,12644,8800,45032,26450,18582,39759,29868,9891,41408,32757,8651,81167,62625,18542
2013,22 years,26352,16154,10198,22827,14296,8531,49179,30450,18729,42624,32451,10173,43077,34772,8305,85701,67223,18478
2013,23 years,29387,17460,11927,24030,14467,9563,53417,31927,21490,48694,36998,11696,48195,39085,9110,96889,76083,20806
2013,24 years,29874,18651,11223,22896,13894,9002,52770,32545,20225,50742,39815,10927,47557,39140,8417,98299,78955,19344
2013,25 years,30167,18925,11242,21580,13130,8450,51747,32055,19692,52900,42172,10728,47140,39570,7570,100040,81742,18298
2013,26 years,29101,18710,10391,19066,11491,7575,48167,30201,17966,51622,41870,9752,43075,36493,6582,94697,78363,16334
2013,27 years,28173,18414,9759,17453,10530,6923,45626,28944,16682,49484,40390,9094,38907,32908,5999,88391,73298,15093
2013,28 years,26845,17717,9128,16089,9648,6441,42934,27365,15569,45870,37400,8470,34582,29005,5577,80452,66405,14047
2013,29 years,25324,17265,8059,14862,8999,5863,40186,26264,13922,42670,35215,7455,31188,26120,5068,73858,61335,12523
2013,30 years,23950,16526,7424,13863,8515,5348,37813,25041,12772,40249,33488,6761,28446,23894,4552,68695,57382,11313
2013,31 years,23096,16363,6733,13113,7939,5174,36209,24302,11907,38252,32173,6079,26329,21790,4539,64581,53963,10618
2013,32 years,21743,15687,6056,11871,7461,4410,33614,23148,10466,35446,29947,5499,23480,19614,3866,58926,49561,9365
2013,33 years,21685,15615,6070,11210,6968,4242,32895,22583,10312,34435,28738,5697,21608,17883,3725,56043,46621,9422
2013,34 years,20125,14847,5278,10301,6321,3980,30426,21168,9258,31060,26141,4919,19031,15461,3570,50091,41602,8489
2013,35 years,19005,14034,4971,9899,6098,3801,28904,20132,8772,29047,24405,4642,17750,14261,3489,46797,38666,8131
2013,36 years,18992,13921,5071,9066,5699,3367,28058,19620,8438,27915,23271,4644,16093,13042,3051,44008,36313,7695
2013,37 years,17840,13316,4524,8615,5342,3273,26455,18658,7797,25810,21648,4162,14833,11847,2986,40643,33495,7148
2013,38 years,17395,13045,4350,8378,5332,3046,25773,18377,7396,24508,20488,4020,13583,10804,2779,38091,31292,6799
2013,39 years,16618,12470,4148,7944,5019,2925,24562,17489,7073,23198,19284,3914,12716,10010,2706,35914,29294,6620
2013,40 years,15111,11532,3579,7619,4799,2820,22730,16331,6399,20992,17685,3307,11976,9365,2611,32968,27050,5918
2013,41 years,14816,11279,3537,7360,4709,2651,22176,15988,6188,20950,17592,3358,11855,9407,2448,32805,26999,5806
2013,42 years,14128,10837,3291,6820,4460,2360,20948,15297,5651,20410,17227,3183,11309,9103,2206,31719,26330,5389
2013,43 years,13872,10704,3168,6612,4366,2246,20484,15070,5414,20027,17048,2979,10952,8780,2172,30979,25828,5151
2013,44 years,13103,10274,2829,6410,4075,2335,19513,14349,5164,19203,16550,2653,10930,8690,2240,30133,25240,4893
2013,45 years,12608,9690,2918,6286,4142,2144,18894,13832,5062,18822,16038,2784,10881,8869,2012,29703,24907,4796
2013,46 years,11547,8987,2560,5702,3808,1894,17249,12795,4454,17625,15204,2421,10279,8530,1749,27904,23734,4170
2013,47 years,10042,8061,1981,4817,3236,1581,14859,11297,3562,16069,14173,1896,9314,7845,1469,25383,22018,3365
2013,48 years,9387,7473,1914,4765,3274,1491,14152,10747,3405,15174,13411,1763,9062,7668,1394,24236,21079,3157
2013,49 years,9168,7265,1903,4521,3076,1445,13689,10341,3348,14858,13082,1776,8989,7637,1352,23847,20719,3128
2013,50 years,8287,6793,1494,4320,2903,1417,12607,9696,2911,13457,12078,1379,8648,7265,1383,22105,19343,2762
2013,51 years,7536,6122,1414,3916,2813,1103,11452,8935,2517,12452,11041,1411,8045,6977,1068,20497,18018,2479
2013,52 years,7089,5841,1248,3727,2630,1097,10816,8471,2345,11734,10542,1192,7626,6577,1049,19360,17119,2241
2013,53 years,6853,5715,1138,3616,2613,1003,10469,8328,2141,11057,9888,1169,7150,6175,975,18207,16063,2144
2013,54 years,6044,5049,995,3338,2371,967,9382,7420,1962,9881,8951,930,6742,5827,915,16623,14778,1845
2013,55 years,5452,4664,788,3117,2330,787,8569,6994,1575,8847,8111,736,6166,5363,803,15013,13474,1539
2013,56 years,4837,4172,665,2869,2167,702,7706,6339,1367,8022,7375,647,5627,4948,679,13649,12323,1326
2013,57 years,4341,3823,518,2498,1943,555,6839,5766,1073,7281,6743,538,4983,4487,496,12264,11230,1034
2013,58 years,3630,3265,365,2323,1802,521,5953,5067,886,6390,6045,345,4644,4192,452,11034,10237,797
2013,59 years,2990,2700,290,2029,1642,387,5019,4342,677,5585,5321,264,4412,4033,379,9997,9354,643
2013,60 years,2459,2274,185,1747,1467,280,4206,3741,465,4972,4805,167,4135,3855,280,9107,8660,447
2013,61 years,1902,1812,90,1585,1443,142,3487,3255,232,4438,4372,66,3871,3764,107,8309,8136,173
2013,62 years,1700,1600,100,1406,1301,105,3106,2901,205,4094,4012,82,3888,3775,113,7982,7787,195
2013,63 years,1388,1479,-91,1327,1317,10,2715,2796,-81,4011,4179,-168,3815,3867,-52,7826,8046,-220
2013,64 years,1168,1379,-211,1196,1199,-3,2364,2578,-214,3618,3882,-264,3406,3420,-14,7024,7302,-278
2013,65 years,1070,1491,-421,1027,1177,-150,2097,2668,-571,3669,4090,-421,3185,3316,-131,6854,7406,-552
2013,66 years,928,1316,-388,947,1121,-174,1875,2437,-562,3021,3492,-471,2766,2980,-214,5787,6472,-685
2013,67 years,822,1018,-196,776,832,-56,1598,1850,-252,2402,2651,-249,2192,2295,-103,4594,4946,-352
2013,68 years,636,892,-256,580,706,-126,1216,1598,-382,2022,2321,-299,1769,1940,-171,3791,4261,-470
2013,69 years,539,750,-211,544,634,-90,1083,1384,-301,2223,2470,-247,2093,2187,-94,4316,4657,-341
2013,70 years,479,728,-249,506,600,-94,985,1328,-343,2094,2427,-333,2076,2220,-144,4170,4647,-477
2013,71 years,484,680,-196,478,550,-72,962,1230,-268,1915,2148,-233,1851,1983,-132,3766,4131,-365
2013,72 years,412,639,-227,396,486,-90,808,1125,-317,2094,2354,-260,1963,2106,-143,4057,4460,-403
2013,73 years,429,633,-204,420,520,-100,849,1153,-304,1866,2148,-282,2011,2154,-143,3877,4302,-425
2013,74 years,346,546,-200,392,452,-60,738,998,-260,1669,1945,-276,1961,2043,-82,3630,3988,-358
2013,75 years,302,499,-197,322,403,-81,624,902,-278,1467,1702,-235,1831,1948,-117,3298,3650,-352
2013,76 years,269,472,-203,312,394,-82,581,866,-285,1345,1594,-249,1695,1839,-144,3040,3433,-393
2013,77 years,230,387,-157,289,359,-70,519,746,-227,1194,1393,-199,1675,1771,-96,2869,3164,-295
2013,78 years,177,296,-119,276,294,-18,453,590,-137,1021,1183,-162,1656,1708,-52,2677,2891,-214
2013,79 years,184,284,-100,218,249,-31,402,533,-131,955,1079,-124,1479,1558,-79,2434,2637,-203
2013,80 years,141,298,-157,214,278,-64,355,576,-221,740,912,-172,1279,1385,-106,2019,2297,-278
2013,81 years,110,205,-95,189,236,-47,299,441,-142,668,781,-113,1243,1325,-82,1911,2106,-195
2013,82 years,99,158,-59,160,173,-13,259,331,-72,672,768,-96,1321,1375,-54,1993,2143,-150
2013,83 years,91,177,-86,162,167,-5,253,344,-91,706,816,-110,1394,1434,-40,2100,2250,-150
2013,84 years,62,109,-47,138,150,-12,200,259,-59,677,758,-81,1358,1427,-69,2035,2185,-150
2013,85 years,59,89,-30,108,140,-32,167,229,-62,617,674,-57,1434,1489,-55,2051,2163,-112
2013,86 years,46,80,-34,79,78,1,125,158,-33,544,594,-50,1255,1295,-40,1799,1889,-90
2013,87 years,37,62,-25,72,72,0,109,134,-25,481,517,-36,1218,1253,-35,1699,1770,-71
2013,88 years,21,40,-19,61,62,-1,82,102,-20,407,447,-40,1207,1244,-37,1614,1691,-77
2013,89 years,24,42,-18,46,67,-21,70,109,-39,316,353,-37,1079,1124,-45,1395,1477,-82
2013,90 years,18,40,-22,34,61,-27,52,101,-49,284,317,-33,953,1018,-65,1237,1335,-98
2013,91 years,21,22,-1,30,44,-14,51,66,-15,250,269,-19,845,894,-49,1095,1163,-68
2013,92 years,12,22,-10,28,22,6,40,44,-4,183,206,-23,750,766,-16,933,972,-39
2013,93 years,10,14,-4,13,14,-1,23,28,-5,155,163,-8,605,645,-40,760,808,-48
2013,94 years,11,10,1,13,19,-6,24,29,-5,93,99,-6,350,372,-22,443,471,-28
2013,95 years and over,23,39,-16,24,67,-43,47,106,-59,162,191,-29,619,695,-76,781,886,-105
2013,Total,770283,520831,249452,503991,302979,201012,1274274,823810,450464,1300153,1060349,239804,1031861,843058,188803,2332014,1903407,428607
2014,under 1 year,3475,1063,2412,3157,995,2162,6632,2058,4574,7650,4267,3383,7087,4016,3071,14737,8283,6454
2014,1 year,7928,2992,4936,7306,2830,4476,15234,5822,9412,15865,10405,5460,14707,9781,4926,30572,20186,10386
2014,2 years,8082,3120,4962,7579,3034,4545,15661,6154,9507,14853,9757,5096,13787,9104,4683,28640,18861,9779
2014,3 years,7468,2985,4483,7154,2919,4235,14622,5904,8718,13191,8789,4402,12536,8341,4195,25727,17130,8597
2014,4 years,7410,3051,4359,6822,2754,4068,14232,5805,8427,12468,8172,4296,11564,7580,3984,24032,15752,8280
2014,5 years,7241,2861,4380,6760,2712,4048,14001,5573,8428,11620,7378,4242,10949,7206,3743,22569,14584,7985
2014,6 years,6823,2806,4017,6481,2803,3678,13304,5609,7695,11210,7568,3642,10667,7341,3326,21877,14909,6968
2014,7 years,6039,2321,3718,5784,2325,3459,11823,4646,7177,9738,6176,3562,9304,6041,3263,19042,12217,6825
2014,8 years,5777,2106,3671,5466,2099,3367,11243,4205,7038,9109,5419,3690,8608,5278,3330,17717,10697,7020
2014,9 years,5556,1987,3569,5201,1941,3260,10757,3928,6829,8644,5040,3604,8240,4937,3303,16884,9977,6907
2014,10 years,5450,1936,3514,4990,1903,3087,10440,3839,6601,8706,5225,3481,8080,5003,3077,16786,10228,6558
2014,11 years,5134,1822,3312,4730,1695,3035,9864,3517,6347,8129,4783,3346,7508,4454,3054,15637,9237,6400
2014,12 years,4835,1773,3062,4358,1588,2770,9193,3361,5832,7688,4648,3040,7009,4231,2778,14697,8879,5818
2014,13 years,4914,1686,3228,4384,1562,2822,9298,3248,6050,7599,4364,3235,6956,4104,2852,14555,8468,6087
2014,14 years,4810,1710,3100,4399,1608,2791,9209,3318,5891,7525,4371,3154,7009,4174,2835,14534,8545,5989
2014,15 years,5437,1743,3694,4235,1646,2589,9672,3389,6283,7883,4138,3745,6813,4159,2654,14696,8297,6399
2014,16 years,7250,1995,5255,4851,1920,2931,12101,3915,8186,10145,4738,5407,7907,4896,3011,18052,9634,8418
2014,17 years,7816,2549,5267,5216,2334,2882,13032,4883,8149,11179,5795,5384,8829,5842,2987,20008,11637,8371
2014,18 years,13448,4195,9253,8713,3632,5081,22161,7827,14334,20476,10889,9587,18174,12725,5449,38650,23614,15036
2014,19 years,20531,7976,12555,15421,6593,8828,35952,14569,21383,32399,19557,12842,32424,23369,9055,64823,42926,21897
2014,20 years,25795,12131,13664,20903,9845,11058,46698,21976,24722,40541,26721,13820,41155,30069,11086,81696,56790,24906
2014,21 years,29536,16543,12993,24186,14507,9679,53722,31050,22672,44618,31684,12934,43561,34089,9472,88179,65773,22406
2014,22 years,32337,19102,13235,25569,16111,9458,57906,35213,22693,48661,35658,13003,45179,36181,8998,93840,71839,22001
2014,23 years,34466,20245,14221,26080,15765,10315,60546,36010,24536,51519,37652,13867,47131,37336,9795,98650,74988,23662
2014,24 years,36651,21940,14711,25754,15765,9989,62405,37705,24700,57139,42846,14293,50602,41231,9371,107741,84077,23664
2014,25 years,35953,22290,13663,24519,14923,9596,60472,37213,23259,57314,44353,12961,48904,40396,8508,106218,84749,21469
2014,26 years,35752,22285,13467,22312,13665,8647,58064,35950,22114,58612,45921,12691,46580,39179,7401,105192,85100,20092
2014,27 years,33837,21980,11857,20500,12401,8099,54337,34381,19956,55577,44770,10807,42263,35377,6886,97840,80147,17693
