year,years,foreigners male arrivals,foreigners male departures,foreigners male balance,foreigners female arrivals,foreigners female departures,foreigners female balance,foreigners total arrivals,foreigners total departures,foreigners total balance,total male arrivals,total male departures,total male balance,total female arrivals,total female departures,total female balance,total arrivals,total departures,total balance
2005,69 years,440,839,-399,425,637,-212,865,1476,-611,1982,2349,-367,2087,2207,-120,4069,4556,-487
2005,70 years,352,716,-364,415,617,-202,767,1333,-566,1750,2091,-341,1942,2109,-167,3692,4200,-508
2005,71 years,345,672,-327,347,521,-174,692,1193,-501,1501,1813,-312,1709,1813,-104,3210,3626,-416
2005,72 years,291,591,-300,329,434,-105,620,1025,-405,1167,1452,-285,1447,1509,-62,2614,2961,-347
2005,73 years,213,451,-238,280,432,-152,493,883,-390,955,1184,-229,1350,1443,-93,2305,2627,-322
2005,74 years,200,351,-151,230,309,-79,430,660,-230,986,1139,-153,1347,1405,-58,2333,2544,-211
2005,75 years,171,347,-176,257,385,-128,428,732,-304,1023,1172,-149,1521,1602,-81,2544,2774,-230
2005,76 years,147,271,-124,199,266,-67,346,537,-191,928,1045,-117,1456,1473,-17,2384,2518,-134
2005,77 years,124,234,-110,164,254,-90,288,488,-200,924,1026,-102,1522,1593,-71,2446,2619,-173
2005,78 years,102,166,-64,163,222,-59,265,388,-123,760,809,-49,1495,1548,-53,2255,2357,-102
2005,79 years,85,145,-60,143,199,-56,228,344,-116,715,772,-57,1553,1621,-68,2268,2393,-125
2005,80 years,75,153,-78,149,202,-53,224,355,-131,672,759,-87,1680,1744,-64,2352,2503,-151
2005,81 years,64,110,-46,124,124,0,188,234,-46,594,642,-48,1544,1553,-9,2138,2195,-57
2005,82 years,55,81,-26,118,136,-18,173,217,-44,539,583,-44,1572,1621,-49,2111,2204,-93
2005,83 years,42,69,-27,103,100,3,145,169,-24,534,576,-42,1647,1675,-28,2181,2251,-70
2005,84 years,44,57,-13,86,111,-25,130,168,-38,539,556,-17,1700,1759,-59,2239,2315,-76
2005,85 years,31,53,-22,76,105,-29,107,158,-51,470,493,-23,1690,1767,-77,2160,2260,-100
2005,86 years,18,28,-10,59,64,-5,77,92,-15,361,379,-18,1195,1224,-29,1556,1603,-47
2005,87 years,11,20,-9,33,31,2,44,51,-7,198,214,-16,775,785,-10,973,999,-26
2005,88 years,7,18,-11,36,34,2,43,52,-9,173,192,-19,620,631,-11,793,823,-30
2005,89 years,13,16,-3,24,29,-5,37,45,-8,199,204,-5,661,685,-24,860,889,-29
2005,90 years,13,24,-11,18,36,-18,31,60,-29,180,205,-25,724,776,-52,904,981,-77
2005,91 years,8,18,-10,22,40,-18,30,58,-28,211,223,-12,811,845,-34,1022,1068,-46
2005,92 years,13,17,-4,17,21,-4,30,38,-8,175,180,-5,651,677,-26,826,857,-31
2005,93 years,4,12,-8,13,24,-11,17,36,-19,128,141,-13,476,507,-31,604,648,-44
2005,94 years,1,3,-2,11,12,-1,12,15,-3,69,74,-5,363,372,-9,432,446,-14
2005,95 years and over,21,26,-5,23,62,-39,44,88,-44,195,207,-12,763,847,-84,958,1054,-96
2005,Total,412617,381818,30799,295554,230636,64918,708171,612454,95717,951792,930436,21356,826074,768476,57598,1777866,1698912,78954
2006,under 1 year,1227,558,669,1153,507,646,2380,1065,1315,5265,3942,1323,5029,3735,1294,10294,7677,2617
2006,1 year,2319,1407,912,2101,1256,845,4420,2663,1757,9993,8926,1067,9369,8380,989,19362,17306,2056
2006,2 years,2212,1635,577,1948,1489,459,4160,3124,1036,9011,8774,237,8245,8109,136,17256,16883,373
2006,3 years,1885,1655,230,1873,1505,368,3758,3160,598,7887,8145,-258,7549,7631,-82,15436,15776,-340
2006,4 years,1775,1518,257,1665,1449,216,3440,2967,473,6935,7219,-284,6648,6884,-236,13583,14103,-520
2006,5 years,1735,1463,272,1620,1457,163,3355,2920,435,6567,6790,-223,6049,6482,-433,12616,13272,-656
2006,6 years,1739,1734,5,1664,1673,-9,3403,3407,-4,6317,7181,-864,6136,6922,-786,12453,14103,-1650
2006,7 years,1633,1731,-98,1652,1660,-8,3285,3391,-106,5404,6053,-649,5293,5789,-496,10697,11842,-1145
2006,8 years,1609,1517,92,1533,1444,89,3142,2961,181,4941,5219,-278,4832,5111,-279,9773,10330,-557
2006,9 years,1569,1446,123,1506,1436,70,3075,2882,193,4832,5000,-168,4606,4872,-266,9438,9872,-434
2006,10 years,1590,1356,234,1571,1421,150,3161,2777,384,5001,5093,-92,4755,4913,-158,9756,10006,-250
2006,11 years,1474,1270,204,1506,1295,211,2980,2565,415,4436,4528,-92,4380,4425,-45,8816,8953,-137
2006,12 years,1514,1348,166,1405,1206,199,2919,2554,365,4399,4428,-29,4072,4082,-10,8471,8510,-39
2006,13 years,1477,1293,184,1392,1249,143,2869,2542,327,4169,4229,-60,3948,3999,-51,8117,8228,-111
2006,14 years,1491,1276,215,1415,1231,184,2906,2507,399,4207,4217,-10,3999,3975,24,8206,8192,14
2006,15 years,1674,1271,403,1551,1254,297,3225,2525,700,4409,4160,249,4211,3994,217,8620,8154,466
2006,16 years,2043,1416,627,2149,1450,699,4192,2866,1326,5601,5118,483,5572,4977,595,11173,10095,1078
2006,17 years,2398,1802,596,2574,1765,809,4972,3567,1405,6687,6478,209,7304,6528,776,13991,13006,985
2006,18 years,3473,2747,726,4367,2758,1609,7840,5505,2335,9941,9170,771,12834,11126,1708,22775,20296,2479
2006,19 years,6591,4269,2322,8488,4362,4126,15079,8631,6448,16207,13822,2385,24680,20502,4178,40887,34324,6563
2006,20 years,9460,6345,3115,11982,6506,5476,21442,12851,8591,25261,22124,3137,35817,30454,5363,61078,52578,8500
2006,21 years,12064,8587,3477,14285,8966,5319,26349,17553,8796,31142,27740,3402,38335,33361,4974,69477,61101,8376
2006,22 years,13912,10164,3748,15945,10870,5075,29857,21034,8823,32027,28549,3478,38145,33578,4567,70172,62127,8045
2006,23 years,15448,11224,4224,15679,11153,4526,31127,22377,8750,34552,30676,3876,37905,33953,3952,72457,64629,7828
2006,24 years,16382,12558,3824,14919,11160,3759,31301,23718,7583,35953,32644,3309,37155,34070,3085,73108,66714,6394
2006,25 years,15808,13117,2691,12917,10199,2718,28725,23316,5409,35377,33240,2137,34911,33084,1827,70288,66324,3964
2006,26 years,15931,13680,2251,11534,9286,2248,27465,22966,4499,36426,35012,1414,33229,32087,1142,69655,67099,2556
2006,27 years,15350,13582,1768,10772,8796,1976,26122,22378,3744,34720,33855,865,30142,29330,812,64862,63185,1677
2006,28 years,14805,13530,1275,9845,8073,1772,24650,21603,3047,33165,32780,385,26697,26105,592,59862,58885,977
2006,29 years,14334,13309,1025,8982,7448,1534,23316,20757,2559,31276,31220,56,24148,23722,426,55424,54942,482
2006,30 years,14138,13441,697,8408,7105,1303,22546,20546,2000,29153,29539,-386,21412,21104,308,50565,50643,-78
2006,31 years,13237,12791,446,7663,6715,948,20900,19506,1394,26509,26976,-467,18443,18427,16,44952,45403,-451
2006,32 years,12766,12419,347,6930,6149,781,19696,18568,1128,24733,25265,-532,16310,16314,-4,41043,41579,-536
2006,33 years,11663,11526,137,6447,5737,710,18110,17263,847,22286,22948,-662,14955,14948,7,37241,37896,-655
2006,34 years,11351,11062,289,5803,5328,475,17154,16390,764,21791,22386,-595,13764,13981,-217,35555,36367,-812
2006,35 years,10569,10676,-107,5304,4899,405,15873,15575,298,21217,22172,-955,13038,13365,-327,34255,35537,-1282
2006,36 years,10436,10552,-116,5006,4604,402,15442,15156,286,20422,21460,-1038,12443,12754,-311,32865,34214,-1349
2006,37 years,9344,9584,-240,4553,4247,306,13897,13831,66,19439,20642,-1203,11644,12043,-399,31083,32685,-1602
2006,38 years,9169,9156,13,4250,4034,216,13419,13190,229,19282,20234,-952,11340,11834,-494,30622,32068,-1446
2006,39 years,8455,8612,-157,3758,3587,171,12213,12199,14,17947,18964,-1017,10557,11109,-552,28504,30073,-1569
2006,40 years,8081,8226,-145,3454,3276,178,11535,11502,33,17109,18130,-1021,9777,10232,-455,26886,28362,-1476
2006,41 years,7714,7925,-211,3486,3239,247,11200,11164,36,16020,16944,-924,9288,9598,-310,25308,26542,-1234
2006,42 years,7567,7745,-178,3128,2928,200,10695,10673,22,15396,16312,-916,8701,9005,-304,24097,25317,-1220
2006,43 years,7251,7200,51,2894,2681,213,10145,9881,264,14715,15248,-533,8211,8361,-150,22926,23609,-683
2006,44 years,6879,6855,24,2810,2707,103,9689,9562,127,13710,14257,-547,7749,7995,-246,21459,22252,-793
2006,45 years,6464,6379,85,2628,2450,178,9092,8829,263,12743,13122,-379,7385,7563,-178,20128,20685,-557
2006,46 years,6556,6654,-98,2640,2425,215,9196,9079,117,12322,12848,-526,6952,6972,-20,19274,19820,-546
2006,47 years,6368,6200,168,2403,2088,315,8771,8288,483,11594,11851,-257,6457,6292,165,18051,18143,-92
2006,48 years,5831,5853,-22,2284,2081,203,8115,7934,181,10386,10720,-334,5921,5902,19,16307,16622,-315
2006,49 years,5460,5526,-66,2130,1962,168,7590,7488,102,9746,10104,-358,5494,5496,-2,15240,15600,-360
2006,50 years,5164,5179,-15,2114,1941,173,7278,7120,158,9211,9508,-297,5309,5286,23,14520,14794,-274
2006,51 years,4760,4757,3,1831,1699,132,6591,6456,135,8413,8568,-155,4868,4837,31,13281,13405,-124
2006,52 years,4058,4198,-140,1735,1636,99,5793,5834,-41,7548,7850,-302,4653,4635,18,12201,12485,-284
2006,53 years,3495,3598,-103,1567,1569,-2,5062,5167,-105,6742,7017,-275,4314,4356,-42,11056,11373,-317
2006,54 years,3103,3197,-94,1393,1510,-117,4496,4707,-211,6168,6420,-252,3848,4023,-175,10016,10443,-427
2006,55 years,2645,2726,-81,1225,1329,-104,3870,4055,-185,5541,5696,-155,3633,3758,-125,9174,9454,-280
2006,56 years,2238,2400,-162,1244,1369,-125,3482,3769,-287,4968,5244,-276,3675,3836,-161,8643,9080,-437
2006,57 years,1867,2132,-265,1181,1377,-196,3048,3509,-461,4485,4836,-351,3557,3746,-189,8042,8582,-540
2006,58 years,1581,1763,-182,1070,1281,-211,2651,3044,-393,4067,4307,-240,3285,3530,-245,7352,7837,-485
2006,59 years,1353,1635,-282,958,1168,-210,2311,2803,-492,3603,3930,-327,2910,3127,-217,6513,7057,-544
2006,60 years,1071,1624,-553,893,1289,-396,1964,2913,-949,3174,3801,-627,2823,3235,-412,5997,7036,-1039
2006,61 years,834,1449,-615,666,1131,-465,1500,2580,-1080,2680,3399,-719,2451,2985,-534,5131,6384,-1253
2006,62 years,772,1239,-467,635,958,-323,1407,2197,-790,3147,3706,-559,2815,3195,-380,5962,6901,-939
2006,63 years,698,1307,-609,659,990,-331,1357,2297,-940,3322,4025,-703,2779,3168,-389,6101,7193,-1092
2006,64 years,604,1157,-553,601,914,-313,1205,2071,-866,2769,3457,-688,2586,2926,-340,5355,6383,-1028
2006,65 years,676,1562,-886,608,943,-335,1284,2505,-1221,3509,4468,-959,2864,3218,-354,6373,7686,-1313
2006,66 years,645,1408,-763,577,915,-338,1222,2323,-1101,3051,3917,-866,2581,2916,-335,5632,6833,-1201
2006,67 years,556,1152,-596,516,811,-295,1072,1963,-891,2541,3212,-671,2413,2702,-289,4954,5914,-960
2006,68 years,505,938,-433,457,759,-302,962,1697,-735,2166,2667,-501,2170,2470,-300,4336,5137,-801
2006,69 years,453,907,-454,427,666,-239,880,1573,-693,1824,2305,-481,1934,2176,-242,3758,4481,-723
2006,70 years,372,821,-449,376,635,-259,748,1456,-708,1694,2179,-485,1818,2079,-261,3512,4258,-746
2006,71 years,298,645,-347,321,516,-195,619,1161,-542,1466,1839,-373,1703,1896,-193,3169,3735,-566
2006,72 years,264,593,-329,268,517,-249,532,1110,-578,1267,1612,-345,1478,1742,-264,2745,3354,-609
2006,73 years,252,537,-285,244,403,-159,496,940,-444,997,1291,-294,1235,1420,-185,2232,2711,-479
2006,74 years,181,441,-260,298,423,-125,479,864,-385,879,1172,-293,1314,1448,-134,2193,2620,-427
2006,75 years,181,368,-187,179,322,-143,360,690,-330,898,1105,-207,1197,1356,-159,2095,2461,-366
2006,76 years,147,352,-205,249,334,-85,396,686,-290,896,1117,-221,1407,1501,-94,2303,2618,-315
2006,77 years,108,256,-148,182,258,-76,290,514,-224,810,997,-187,1388,1502,-114,2198,2499,-301
2006,78 years,86,200,-114,169,221,-52,255,421,-166,783,931,-148,1441,1526,-85,2224,2457,-233
2006,79 years,91,159,-68,143,196,-53,234,355,-121,715,807,-92,1332,1395,-63,2047,2202,-155
2006,80 years,81,171,-90,123,202,-79,204,373,-169,627,748,-121,1405,1524,-119,2032,2272,-240
2006,81 years,61,117,-56,125,182,-57,186,299,-113,606,692,-86,1467,1570,-103,2073,2262,-189
2006,82 years,55,81,-26,110,132,-22,165,213,-48,558,601,-43,1460,1522,-62,2018,2123,-105
2006,83 years,37,83,-46,90,110,-20,127,193,-66,497,561,-64,1497,1538,-41,1994,2099,-105
2006,84 years,37,77,-40,105,127,-22,142,204,-62,472,516,-44,1542,1612,-70,2014,2128,-114
2006,85 years,30,56,-26,66,104,-38,96,160,-64,488,540,-52,1545,1642,-97,2033,2182,-149
2006,86 years,22,45,-23,63,73,-10,85,118,-33,401,437,-36,1541,1590,-49,1942,2027,-85
2006,87 years,16,32,-16,63,69,-6,79,101,-22,317,340,-23,1108,1141,-33,1425,1481,-56
2006,88 years,16,21,-5,28,35,-7,44,56,-12,186,197,-11,645,664,-19,831,861,-30
2006,89 years,8,16,-8,28,30,-2,36,46,-10,161,177,-16,565,588,-23,726,765,-39
2006,90 years,9,28,-19,21,39,-18,30,67,-37,143,162,-19,531,557,-26,674,719,-45
2006,91 years,9,15,-6,11,33,-22,20,48,-28,152,165,-13,578,617,-39,730,782,-52
2006,92 years,5,11,-6,26,25,1,31,36,-5,163,171,-8,611,643,-32,774,814,-40
2006,93 years,5,9,-4,7,24,-17,12,33,-21,124,131,-7,514,555,-41,638,686,-48
2006,94 years,5,8,-3,15,11,4,20,19,1,108,114,-6,399,406,-7,507,520,-13
2006,95 years and over,8,58,-50,24,92,-68,32,150,-118,184,249,-65,817,927,-110,1001,1176,-175
2006,Total,403683,376718,26965,279663,231934,47729,683346,608652,74694,923149,923638,-489,791842,768561,23281,1714991,1692199,22792
2007,under 1 year,1269,503,766,1240,519,721,2509,1022,1487,5566,4026,1540,5168,3726,1442,10734,7752,2982
2007,1 year,2482,1447,1035,2272,1317,955,4754,2764,1990,10385,9077,1308,9672,8551,1121,20057,17628,2429
2007,2 years,2145,1446,699,1936,1353,583,4081,2799,1282,9201,8766,435,8534,8292,242,17735,17058,677
2007,3 years,2007,1542,465,1793,1409,384,3800,2951,849,8219,8174,45,7830,7877,-47,16049,16051,-2
2007,4 years,1884,1469,415,1806,1451,355,3690,2920,770,7121,7254,-133,6763,6907,-144,13884,14161,-277
2007,5 years,1751,1389,362,1620,1359,261,3371,2748,623,6571,6817,-246,6082,6456,-374,12653,13273,-620
2007,6 years,1668,1534,134,1562,1418,144,3230,2952,278,6297,7086,-789,5884,6650,-766,12181,13736,-1555
2007,7 years,1680,1423,257,1491,1302,189,3171,2725,446,5702,6144,-442,5341,5763,-422,11043,11907,-864
2007,8 years,1623,1455,168,1574,1403,171,3197,2858,339,5115,5317,-202,5049,5219,-170,10164,10536,-372
2007,9 years,1587,1339,248,1484,1335,149,3071,2674,397,4978,5124,-146,4686,4929,-243,9664,10053,-389
2007,10 years,1671,1345,326,1486,1281,205,3157,2626,531,5210,5295,-85,4826,4921,-95,10036,10216,-180
2007,11 years,1572,1305,267,1512,1344,168,3084,2649,435,4858,4889,-31,4541,4666,-125,9399,9555,-156
2007,12 years,1545,1197,348,1377,1085,292,2922,2282,640,4413,4344,69,4191,4167,24,8604,8511,93
2007,13 years,1533,1205,328,1461,1140,321,2994,2345,649,4353,4242,111,4159,4009,150,8512,8251,261
2007,14 years,1468,1219,249,1446,1096,350,2914,2315,599,4159,4189,-30,3981,3887,94,8140,8076,64
2007,15 years,1631,1271,360,1592,1182,410,3223,2453,770,4327,4196,131,4198,3980,218,8525,8176,349
2007,16 years,2211,1441,770,2215,1385,830,4426,2826,1600,5487,4956,531,5559,4913,646,11046,9869,1177
2007,17 years,2531,1679,852,2529,1739,790,5060,3418,1642,6840,6421,419,7207,6455,752,14047,12876,1171
2007,18 years,3963,2705,1258,4416,2776,1640,8379,5481,2898,10181,8901,1280,12901,11146,1755,23082,20047,3035
2007,19 years,7438,4403,3035,8467,4330,4137,15905,8733,7172,17389,14158,3231,25420,21251,4169,42809,35409,7400
2007,20 years,10099,6396,3703,11685,6247,5438,21784,12643,9141,26472,22633,3839,35787,30469,5318,62259,53102,9157
2007,21 years,12588,8776,3812,14262,9180,5082,26850,17956,8894,32363,28618,3745,38625,33861,4764,70988,62479,8509
2007,22 years,14182,10229,3953,15189,10380,4809,29371,20609,8762,32401,28652,3749,36821,32522,4299,69222,61174,8048
2007,23 years,15481,11278,4203,15464,11007,4457,30945,22285,8660,34188,30362,3826,37586,33728,3858,71774,64090,7684
2007,24 years,16137,12344,3793,14399,10614,3785,30536,22958,7578,35405,32068,3337,36600,33533,3067,72005,65601,6404
2007,25 years,16198,13036,3162,13160,10024,3136,29358,23060,6298,36387,33813,2574,35941,33911,2030,72328,67724,4604
2007,26 years,15681,13113,2568,11545,9062,2483,27226,22175,5051,36441,34823,1618,34029,32784,1245,70470,67607,2863
2007,27 years,15787,13677,2110,10788,8565,2223,26575,22242,4333,36641,35569,1072,31777,30896,881,68418,66465,1953
2007,28 years,15169,13342,1827,10040,8000,2040,25209,21342,3867,34176,33434,742,28044,27322,722,62220,60756,1464
2007,29 years,14425,13227,1198,9327,7689,1638,23752,20916,2836,31989,31947,42,25018,24510,508,57007,56457,550
2007,30 years,13852,12863,989,8437,7014,1423,22289,19877,2412,30133,30353,-220,22338,22149,189,52471,52502,-31
2007,31 years,13696,12805,891,7925,6738,1187,21621,19543,2078,27922,27942,-20,19647,19355,292,47569,47297,272
2007,32 years,13138,12365,773,7303,6082,1221,20441,18447,1994,25596,25782,-186,17181,16835,346,42777,42617,160
2007,33 years,12204,11473,731,6801,5585,1216,19005,17058,1947,23127,23250,-123,15613,15126,487,38740,38376,364
2007,34 years,11307,10922,385,6133,5409,724,17440,16331,1109,21249,21725,-476,13907,13855,52,35156,35580,-424
2007,35 years,11034,10675,359,5538,4741,797,16572,15416,1156,20881,21326,-445,13076,12859,217,33957,34185,-228
2007,36 years,10313,9913,400,5120,4425,695,15433,14338,1095,20394,20859,-465,12540,12533,7,32934,33392,-458
2007,37 years,10142,9993,149,5099,4308,791,15241,14301,940,19564,20407,-843,12179,12076,103,31743,32483,-740
2007,38 years,9481,9085,396,4542,3941,601,14023,13026,997,18991,19488,-497,11301,11337,-36,30292,30825,-533
2007,39 years,9306,9053,253,4271,3745,526,13577,12798,779,18797,19475,-678,10874,11044,-170,29671,30519,-848
2007,40 years,8588,8194,394,4006,3405,601,12594,11599,995,17599,17988,-389,10620,10586,34,28219,28574,-355
2007,41 years,7733,7689,44,3617,3166,451,11350,10855,495,16401,17096,-695,9649,9764,-115,26050,26860,-810
2007,42 years,7550,7498,52,3394,2952,442,10944,10450,494,15655,16351,-696,9218,9261,-43,24873,25612,-739
2007,43 years,7283,7297,-14,3182,2746,436,10465,10043,422,14927,15608,-681,8893,8929,-36,23820,24537,-717
2007,44 years,7072,6933,139,3100,2657,443,10172,9590,582,14107,14623,-516,8356,8358,-2,22463,22981,-518
2007,45 years,6608,6508,100,2991,2548,443,9599,9056,543,13181,13629,-448,8009,7978,31,21190,21607,-417
2007,46 years,6048,6066,-18,2827,2319,508,8875,8385,490,12196,12700,-504,7577,7467,110,19773,20167,-394
2007,47 years,6274,6322,-48,2711,2239,472,8985,8561,424,11682,12134,-452,6926,6731,195,18608,18865,-257
2007,48 years,5994,5803,191,2463,2130,333,8457,7933,524,11162,11287,-125,6519,6401,118,17681,17688,-7
2007,49 years,5477,5470,7,2450,2123,327,7927,7593,334,9947,10259,-312,6014,5915,99,15961,16174,-213
2007,50 years,5124,5137,-13,2259,1974,285,7383,7111,272,9302,9546,-244,5638,5537,101,14940,15083,-143
2007,51 years,4799,4749,50,2141,1808,333,6940,6557,383,8592,8767,-175,5271,5073,198,13863,13840,23
2007,52 years,4275,4402,-127,1965,1691,274,6240,6093,147,7828,8149,-321,4986,4812,174,12814,12961,-147
2007,53 years,3580,3686,-106,1858,1695,163,5438,5381,57,6939,7228,-289,4747,4576,171,11686,11804,-118
2007,54 years,3257,3314,-57,1685,1520,165,4942,4834,108,6384,6579,-195,4316,4220,96,10700,10799,-99
2007,55 years,2699,2811,-112,1478,1338,140,4177,4149,28,5685,5948,-263,4023,3937,86,9708,9885,-177
2007,56 years,2350,2443,-93,1404,1355,49,3754,3798,-44,5170,5378,-208,3903,3864,39,9073,9242,-169
2007,57 years,2034,2214,-180,1329,1430,-101,3363,3644,-281,4747,5008,-261,3735,3825,-90,8482,8833,-351
2007,58 years,1694,1856,-162,1127,1266,-139,2821,3122,-301,4238,4471,-233,3463,3585,-122,7701,8056,-355
2007,59 years,1384,1570,-186,1056,1171,-115,2440,2741,-301,3696,3944,-248,3184,3318,-134,6880,7262,-382
2007,60 years,1195,1689,-494,1005,1306,-301,2200,2995,-795,3629,4158,-529,3229,3527,-298,6858,7685,-827
2007,61 years,1126,1538,-412,895,1168,-273,2021,2706,-685,3114,3620,-506,2769,3081,-312,5883,6701,-818
2007,62 years,771,1169,-398,697,955,-258,1468,2124,-656,2520,3027,-507,2359,2620,-261,4879,5647,-768
2007,63 years,740,1256,-516,731,954,-223,1471,2210,-739,3260,3842,-582,2932,3219,-287,6192,7061,-869
2007,64 years,612,1123,-511,637,885,-248,1249,2008,-759,2995,3587,-592,2664,2990,-326,5659,6577,-918
2007,65 years,720,1631,-911,601,941,-340,1321,2572,-1251,3162,4156,-994,2581,2961,-380,5743,7117,-1374
2007,66 years,646,1200,-554,598,814,-216,1244,2014,-770,3015,3651,-636,2786,3018,-232,5801,6669,-868
2007,67 years,605,1146,-541,583,836,-253,1188,1982,-794,2743,3356,-613,2563,2845,-282,5306,6201,-895
2007,68 years,538,942,-404,505,725,-220,1043,1667,-624,2393,2869,-476,2422,2648,-226,4815,5517,-702
2007,69 years,442,889,-447,462,682,-220,904,1571,-667,2012,2483,-471,2196,2400,-204,4208,4883,-675
2007,70 years,435,835,-400,389,593,-204,824,1428,-604,1871,2300,-429,1836,2052,-216,3707,4352,-645
2007,71 years,332,670,-338,370,515,-145,702,1185,-483,1602,1997,-395,1786,1950,-164,3388,3947,-559
2007,72 years,315,500,-185,323,460,-137,638,960,-322,1476,1675,-199,1627,1754,-127,3103,3429,-326
2007,73 years,260,501,-241,271,392,-121,531,893,-362,1201,1463,-262,1482,1621,-139,2683,3084,-401
2007,74 years,222,470,-248,230,377,-147,452,847,-395,909,1202,-293,1173,1342,-169,2082,2544,-462
2007,75 years,188,359,-171,235,359,-124,423,718,-295,843,1041,-198,1277,1412,-135,2120,2453,-333
2007,76 years,143,279,-136,180,287,-107,323,566,-243,810,951,-141,1271,1374,-103,2081,2325,-244
2007,77 years,118,258,-140,208,302,-94,326,560,-234,830,1008,-178,1375,1498,-123,2205,2506,-301
2007,78 years,131,234,-103,153,246,-93,284,480,-196,891,1011,-120,1392,1507,-115,2283,2518,-235
2007,79 years,109,166,-57,148,195,-47,257,361,-104,781,860,-79,1426,1500,-74,2207,2360,-153
2007,80 years,62,159,-97,165,215,-50,227,374,-147,710,809,-99,1486,1582,-96,2196,2391,-195
2007,81 years,76,146,-70,140,184,-44,216,330,-114,654,744,-90,1449,1544,-95,2103,2288,-185
2007,82 years,55,98,-43,134,139,-5,189,237,-48,607,673,-66,1468,1518,-50,2075,2191,-116
2007,83 years,48,84,-36,93,112,-19,141,196,-55,470,506,-36,1508,1565,-57,1978,2071,-93
2007,84 years,44,81,-37,72,106,-34,116,187,-71,501,555,-54,1418,1495,-77,1919,2050,-131
2007,85 years,35,62,-27,88,111,-23,123,173,-50,438,483,-45,1502,1573,-71,1940,2056,-116
2007,86 years,27,51,-24,62,72,-10,89,123,-34,389,419,-30,1531,1574,-43,1920,1993,-73
2007,87 years,27,43,-16,56,52,4,83,95,-12,416,450,-34,1390,1412,-22,1806,1862,-56
2007,88 years,20,19,1,47,50,-3,67,69,-2,290,294,-4,1004,1021,-17,1294,1315,-21
2007,89 years,8,13,-5,30,27,3,38,40,-2,144,158,-14,580,601,-21,724,759,-35
2007,90 years,7,19,-12,20,44,-24,27,63,-36,137,151,-14,443,485,-42,580,636,-56
2007,91 years,3,12,-9,18,26,-8,21,38,-17,111,127,-16,465,487,-22,576,614,-38
2007,92 years,4,13,-9,22,23,-1,26,36,-10,128,140,-12,502,528,-26,630,668,-38
2007,93 years,3,12,-9,13,18,-5,16,30,-14,125,142,-17,511,534,-23,636,676,-40
2007,94 years,4,10,-6,9,17,-8,13,27,-14,99,106,-7,382,399,-17,481,505,-24
2007,95 years and over,13,60,-47,25,66,-41,38,126,-88,190,250,-60,858,943,-85,1048,1193,-145
2007,Total,413786,373581,40205,287565,228767,58798,701351,602348,99003,944393,932859,11534,813566,781187,32379,1757959,1714046,43913
2008,under 1 year,1340,566,774,1282,562,720,2622,1128,1494,5678,4031,1647,5326,3874,1452,11004,7905,3099
2008,1 year,2409,1408,1001,2350,1385,965,4759,2793,1966,11075,10001,1074,10366,9286,1080,21441,19287,2154
2008,2 years,2166,1502,664,2010,1346,664,4176,2848,1328,9281,8936,345,8616,8301,315,17897,17237,660
2008,3 years,1998,1517,481,1885,1409,476,3883,2926,957,8365,8444,-79,8098,8099,-1,16463,16543,-80
2008,4 years,1860,1546,314,1790,1441,349,3650,2987,663,7263,7598,-335,6879,7091,-212,14142,14689,-547
2008,5 years,1723,1529,194,1710,1508,202,3433,3037,396,6774,7239,-465,6357,6767,-410,13131,14006,-875
2008,6 years,1612,1614,-2,1557,1524,33,3169,3138,31,6297,7199,-902,5952,6865,-913,12249,14064,-1815
2008,7 years,1563,1434,129,1452,1279,173,3015,2713,302,5555,6161,-606,5269,5682,-413,10824,11843,-1019
2008,8 years,1497,1298,199,1439,1165,274,2936,2463,473,5239,5530,-291,5012,5212,-200,10251,10742,-491
2008,9 years,1567,1431,136,1529,1305,224,3096,2736,360,4960,5209,-249,4718,4841,-123,9678,10050,-372
2008,10 years,1558,1383,175,1492,1316,176,3050,2699,351,5168,5403,-235,5105,5245,-140,10273,10648,-375
2008,11 years,1570,1368,202,1434,1245,189,3004,2613,391,4833,4984,-151,4570,4714,-144,9403,9698,-295
2008,12 years,1539,1320,219,1504,1270,234,3043,2590,453,4635,4693,-58,4371,4444,-73,9006,9137,-131
2008,13 years,1523,1229,294,1414,1221,193,2937,2450,487,4293,4278,15,4103,4175,-72,8396,8453,-57
2008,14 years,1585,1319,266,1458,1238,220,3043,2557,486,4374,4355,19,4051,4051,0,8425,8406,19
2008,15 years,1776,1346,430,1514,1209,305,3290,2555,735,4398,4201,197,4142,4043,99,8540,8244,296
2008,16 years,2421,1574,847,2254,1618,636,4675,3192,1483,5544,4934,610,5446,4932,514,10990,9866,1124
2008,17 years,2646,1869,777,2517,1986,531,5163,3855,1308,6442,6077,365,6547,6123,424,12989,12200,789
2008,18 years,4471,3230,1241,4485,3160,1325,8956,6390,2566,10735,9538,1197,13138,11759,1379,23873,21297,2576
2008,19 years,8150,5326,2824,8417,5124,3293,16567,10450,6117,18332,15403,2929,25297,22000,3297,43629,37403,6226
2008,20 years,11258,7646,3612,12043,7149,4894,23301,14795,8506,28562,24945,3617,36866,32213,4653,65428,57158,8270
2008,21 years,13572,10102,3470,14082,9901,4181,27654,20003,7651,34106,30879,3227,38730,35026,3704,72836,65905,6931
