year,years,foreigners male arrivals,foreigners male departures,foreigners male balance,foreigners female arrivals,foreigners female departures,foreigners female balance,foreigners total arrivals,foreigners total departures,foreigners total balance,total male arrivals,total male departures,total male balance,total female arrivals,total female departures,total female balance,total arrivals,total departures,total balance
2005,24 years,13758,10165,3593,12919,8250,4669,26677,18415,8262,15382,11927,3455,14318,10003,4315,29700,21930,7770
2005,25 years,14105,11199,2906,11658,7757,3901,25763,18956,6807,15829,13093,2736,13066,9675,3391,28895,22768,6127
2005,26 years,13247,10927,2320,9876,6828,3048,23123,17755,5368,14837,12855,1982,11154,8774,2380,25991,21629,4362
2005,27 years,12836,11035,1801,8899,6109,2790,21735,17144,4591,14365,13009,1356,10149,8134,2015,24514,21143,3371
2005,28 years,12469,10926,1543,8002,5519,2483,20471,16445,4026,13913,13029,884,9145,7536,1609,23058,20565,2493
2005,29 years,12062,10941,1121,7339,5147,2192,19401,16088,3313,13498,13044,454,8512,7069,1443,22010,20113,1897
2005,30 years,11660,10719,941,6768,4879,1889,18428,15598,2830,13094,12693,401,7836,6570,1266,20930,19263,1667
2005,31 years,11089,10221,868,6088,4552,1536,17177,14773,2404,12482,12210,272,7130,6125,1005,19612,18335,1277
2005,32 years,10230,9695,535,5538,4313,1225,15768,14008,1760,11534,11474,60,6456,5736,720,17990,17210,780
2005,33 years,9435,9155,280,5195,4010,1185,14630,13165,1465,10772,11092,-320,6148,5444,704,16920,16536,384
2005,34 years,9225,8957,268,4556,3718,838,13781,12675,1106,10587,10911,-324,5516,5164,352,16103,16075,28
2005,35 years,8983,9109,-126,4302,3537,765,13285,12646,639,10389,11181,-792,5297,4964,333,15686,16145,-459
2005,36 years,8381,8426,-45,3888,3321,567,12269,11747,522,9793,10537,-744,4844,4851,-7,14637,15388,-751
2005,37 years,8058,8322,-264,3772,3124,648,11830,11446,384,9564,10596,-1032,4724,4620,104,14288,15216,-928
2005,38 years,7534,7563,-29,3243,2792,451,10777,10355,422,9097,9724,-627,4201,4207,-6,13298,13931,-633
2005,39 years,7104,7235,-131,3102,2615,487,10206,9850,356,8636,9322,-686,4076,3930,146,12712,13252,-540
2005,40 years,6982,6919,63,2900,2441,459,9882,9360,522,8427,8946,-519,3805,3716,89,12232,12662,-430
2005,41 years,6664,6860,-196,2667,2246,421,9331,9106,225,8122,8810,-688,3547,3447,100,11669,12257,-588
2005,42 years,6323,6490,-167,2586,2193,393,8909,8683,226,7772,8246,-474,3398,3199,199,11170,11445,-275
2005,43 years,6094,6136,-42,2519,2063,456,8613,8199,414,7450,7761,-311,3303,3037,266,10753,10798,-45
2005,44 years,5822,5669,153,2353,1924,429,8175,7593,582,7116,7177,-61,3141,2835,306,10257,10012,245
2005,45 years,6064,5971,93,2410,1972,438,8474,7943,531,7289,7442,-153,3216,2824,392,10505,10266,239
2005,46 years,5791,5629,162,2088,1685,403,7879,7314,565,6981,7031,-50,2812,2432,380,9793,9463,330
2005,47 years,5523,5349,174,2109,1798,311,7632,7147,485,6534,6504,30,2757,2454,303,9291,8958,333
2005,48 years,5177,5041,136,1945,1604,341,7122,6645,477,6212,6205,7,2603,2180,423,8815,8385,430
2005,49 years,4775,4677,98,1837,1519,318,6612,6196,416,5714,5681,33,2495,2055,440,8209,7736,473
2005,50 years,4259,4356,-97,1749,1475,274,6008,5831,177,5226,5300,-74,2373,1966,407,7599,7266,333
2005,51 years,3727,3661,66,1554,1409,145,5281,5070,211,4596,4552,44,2164,1886,278,6760,6438,322
2005,52 years,3346,3364,-18,1412,1281,131,4758,4645,113,4188,4193,-5,1993,1767,226,6181,5960,221
2005,53 years,2917,2913,4,1308,1198,110,4225,4111,114,3687,3676,11,1880,1636,244,5567,5312,255
2005,54 years,2379,2381,-2,1169,1042,127,3548,3423,125,3090,3096,-6,1699,1439,260,4789,4535,254
2005,55 years,2147,2256,-109,1196,1189,7,3343,3445,-102,2894,2955,-61,1689,1527,162,4583,4482,101
2005,56 years,1802,1926,-124,1045,1071,-26,2847,2997,-150,2509,2589,-80,1541,1424,117,4050,4013,37
2005,57 years,1420,1676,-256,923,1046,-123,2343,2722,-379,2043,2234,-191,1382,1380,2,3425,3614,-189
2005,58 years,1197,1383,-186,893,934,-41,2090,2317,-227,1791,1907,-116,1270,1201,69,3061,3108,-47
2005,59 years,954,1119,-165,738,863,-125,1692,1982,-290,1432,1565,-133,1044,1096,-52,2476,2661,-185
2005,60 years,737,1239,-502,639,919,-280,1376,2158,-782,1164,1666,-502,898,1170,-272,2062,2836,-774
2005,61 years,691,1178,-487,647,958,-311,1338,2136,-798,1176,1719,-543,898,1267,-369,2074,2986,-912
2005,62 years,612,1056,-444,480,814,-334,1092,1870,-778,1065,1570,-505,756,1087,-331,1821,2657,-836
2005,63 years,542,1122,-580,542,862,-320,1084,1984,-900,1013,1610,-597,856,1101,-245,1869,2711,-842
2005,64 years,533,1064,-531,555,799,-244,1088,1863,-775,1054,1551,-497,912,1092,-180,1966,2643,-677
2005,65 years,576,1507,-931,523,908,-385,1099,2415,-1316,1147,2038,-891,903,1173,-270,2050,3211,-1161
2005,66 years,511,1170,-659,478,762,-284,989,1932,-943,951,1614,-663,833,996,-163,1784,2610,-826
2005,67 years,456,941,-485,458,736,-278,914,1677,-763,843,1258,-415,769,940,-171,1612,2198,-586
2005,68 years,412,892,-480,480,645,-165,892,1537,-645,758,1168,-410,747,827,-80,1505,1995,-490
2005,69 years,339,738,-399,355,567,-212,694,1305,-611,622,989,-367,584,704,-120,1206,1693,-487
2005,70 years,276,640,-364,342,544,-202,618,1184,-566,510,851,-341,522,689,-167,1032,1540,-508
2005,71 years,253,580,-327,292,466,-174,545,1046,-501,402,714,-312,445,549,-104,847,1263,-416
2005,72 years,224,524,-300,274,379,-105,498,903,-405,352,637,-285,406,468,-62,758,1105,-347
2005,73 years,168,406,-238,243,395,-152,411,801,-390,272,501,-229,372,465,-93,644,966,-322
2005,74 years,166,317,-151,201,280,-79,367,597,-230,265,418,-153,306,364,-58,571,782,-211
2005,75 years,139,315,-176,223,351,-128,362,666,-304,266,415,-149,352,433,-81,618,848,-230
2005,76 years,116,240,-124,172,239,-67,288,479,-191,208,325,-117,297,314,-17,505,639,-134
2005,77 years,97,207,-110,136,226,-90,233,433,-200,191,293,-102,240,311,-71,431,604,-173
2005,78 years,86,150,-64,136,195,-59,222,345,-123,159,208,-49,218,271,-53,377,479,-102
2005,79 years,69,129,-60,124,180,-56,193,309,-116,124,181,-57,211,279,-68,335,460,-125
2005,80 years,55,133,-78,124,177,-53,179,310,-131,101,188,-87,187,251,-64,288,439,-151
2005,81 years,52,98,-46,108,108,0,160,206,-46,85,133,-48,173,182,-9,258,315,-57
2005,82 years,44,70,-26,101,119,-18,145,189,-44,76,120,-44,158,207,-49,234,327,-93
2005,83 years,32,59,-27,95,92,3,127,151,-24,49,91,-42,132,160,-28,181,251,-70
2005,84 years,38,51,-13,66,91,-25,104,142,-38,63,80,-17,114,173,-59,177,253,-76
2005,85 years,22,44,-22,62,91,-29,84,135,-51,44,67,-23,98,175,-77,142,242,-100
2005,86 years,14,24,-10,52,57,-5,66,81,-15,31,49,-18,89,118,-29,120,167,-47
2005,87 years,9,18,-9,31,29,2,40,47,-7,16,32,-16,51,61,-10,67,93,-26
2005,88 years,3,14,-11,30,28,2,33,42,-9,6,25,-19,47,58,-11,53,83,-30
2005,89 years,12,15,-3,23,28,-5,35,43,-8,20,25,-5,36,60,-24,56,85,-29
2005,90 years,8,19,-11,18,36,-18,26,55,-29,10,35,-25,31,83,-52,41,118,-77
2005,91 years,7,17,-10,14,32,-18,21,49,-28,15,27,-12,36,70,-34,51,97,-46
2005,92 years,9,13,-4,12,16,-4,21,29,-8,17,22,-5,20,46,-26,37,68,-31
2005,93 years,2,10,-8,11,22,-11,13,32,-19,4,17,-13,21,52,-31,25,69,-44
2005,94 years,1,3,-2,11,12,-1,12,15,-3,5,10,-5,18,27,-9,23,37,-14
2005,95 years and over,19,24,-5,17,56,-39,36,80,-44,23,34,-11,56,140,-84,79,174,-95
2005,Total,339745,308946,30799,239556,174638,64918,579301,483584,95717,411622,390266,21356,295730,238133,57597,707352,628399,78953
2006,under 1 year,1002,333,669,955,309,646,1957,642,1315,2035,712,1323,1974,680,1294,4009,1392,2617
2006,1 year,1873,961,912,1683,838,845,3556,1799,1757,3093,2026,1067,2853,1864,989,5946,3890,2056
2006,2 years,1703,1126,577,1543,1084,459,3246,2210,1036,2570,2333,237,2356,2220,136,4926,4553,373
2006,3 years,1431,1201,230,1488,1120,368,2919,2321,598,2169,2427,-258,2189,2271,-82,4358,4698,-340
2006,4 years,1361,1104,257,1285,1069,216,2646,2173,473,2036,2320,-284,1977,2213,-236,4013,4533,-520
2006,5 years,1370,1098,272,1287,1124,163,2657,2222,435,2035,2258,-223,1877,2310,-433,3912,4568,-656
2006,6 years,1369,1364,5,1259,1268,-9,2628,2632,-4,2039,2903,-864,1879,2665,-786,3918,5568,-1650
2006,7 years,1189,1287,-98,1194,1202,-8,2383,2489,-106,1743,2392,-649,1756,2252,-496,3499,4644,-1145
2006,8 years,1192,1100,92,1134,1045,89,2326,2145,181,1715,1993,-278,1647,1926,-279,3362,3919,-557
2006,9 years,1136,1013,123,1111,1041,70,2247,2054,193,1677,1845,-168,1604,1870,-266,3281,3715,-434
2006,10 years,1183,949,234,1143,993,150,2326,1942,384,1673,1765,-92,1651,1809,-158,3324,3574,-250
2006,11 years,1094,890,204,1117,906,211,2211,1796,415,1513,1605,-92,1533,1578,-45,3046,3183,-137
2006,12 years,1103,937,166,1069,870,199,2172,1807,365,1572,1601,-29,1436,1446,-10,3008,3047,-39
2006,13 years,1090,906,184,994,851,143,2084,1757,327,1468,1528,-60,1362,1413,-51,2830,2941,-111
2006,14 years,1105,890,215,1052,868,184,2157,1758,399,1469,1479,-10,1421,1397,24,2890,2876,14
2006,15 years,1275,872,403,1204,907,297,2479,1779,700,1674,1425,249,1609,1392,217,3283,2817,466
2006,16 years,1671,1044,627,1784,1085,699,3455,2129,1326,2150,1667,483,2199,1604,595,4349,3271,1078
2006,17 years,1979,1383,596,2110,1301,809,4089,2684,1405,2419,2210,209,2574,1798,776,4993,4008,985
2006,18 years,2909,2183,726,3671,2062,1609,6580,4245,2335,3728,2957,771,4362,2654,1708,8090,5611,2479
2006,19 years,5669,3347,2322,7361,3235,4126,13030,6582,6448,6617,4232,2385,8233,4055,4178,14850,8287,6563
2006,20 years,7875,4760,3115,10503,5027,5476,18378,9787,8591,9039,5902,3137,11494,6131,5363,20533,12033,8500
2006,21 years,10334,6857,3477,12465,7146,5319,22799,14003,8796,11555,8153,3402,13439,8465,4974,24994,16618,8376
2006,22 years,12069,8321,3748,13801,8726,5075,25870,17047,8823,13288,9810,3478,14839,10272,4567,28127,20082,8045
2006,23 years,13318,9094,4224,13411,8885,4526,26729,17979,8750,14738,10862,3876,14554,10602,3952,29292,21464,7828
2006,24 years,13857,10033,3824,12264,8505,3759,26121,18538,7583,15236,11927,3309,13501,10416,3085,28737,22343,6394
2006,25 years,13119,10428,2691,10192,7474,2718,23311,17902,5409,14575,12438,2137,11386,9559,1827,25961,21997,3964
2006,26 years,13143,10892,2251,9019,6771,2248,22162,17663,4499,14542,13128,1414,10183,9041,1142,24725,22169,2556
2006,27 years,12439,10671,1768,8174,6198,1976,20613,16869,3744,13716,12851,865,9221,8409,812,22937,21260,1677
2006,28 years,11862,10587,1275,7407,5635,1772,19269,16222,3047,13232,12847,385,8356,7764,592,21588,20611,977
2006,29 years,11574,10549,1025,6802,5268,1534,18376,15817,2559,12870,12814,56,7791,7365,426,20661,20179,482
2006,30 years,11398,10701,697,6303,5000,1303,17701,15701,2000,12688,13074,-386,7275,6967,308,19963,20041,-78
2006,31 years,10719,10273,446,5664,4716,948,16383,14989,1394,11941,12408,-467,6519,6503,16,18460,18911,-451
2006,32 years,10296,9949,347,5119,4338,781,15415,14287,1128,11410,11942,-532,5940,5944,-4,17350,17886,-536
2006,33 years,9361,9224,137,4895,4185,710,14256,13409,847,10399,11061,-662,5608,5601,7,16007,16662,-655
2006,34 years,9152,8863,289,4375,3900,475,13527,12763,764,10253,10848,-595,5078,5295,-217,15331,16143,-812
2006,35 years,8539,8646,-107,4033,3628,405,12572,12274,298,9747,10702,-955,4760,5087,-327,14507,15789,-1282
2006,36 years,8491,8607,-116,3812,3410,402,12303,12017,286,9765,10803,-1038,4590,4901,-311,14355,15704,-1349
2006,37 years,7699,7939,-240,3513,3207,306,11212,11146,66,9024,10227,-1203,4302,4701,-399,13326,14928,-1602
2006,38 years,7659,7646,13,3294,3078,216,10953,10724,229,9055,10007,-952,4101,4595,-494,13156,14602,-1446
2006,39 years,7047,7204,-157,2989,2818,171,10036,10022,14,8481,9498,-1017,3777,4329,-552,12258,13827,-1569
2006,40 years,6726,6871,-145,2749,2571,178,9475,9442,33,8088,9109,-1021,3475,3930,-455,11563,13039,-1476
2006,41 years,6464,6676,-212,2760,2513,247,9224,9189,35,7747,8672,-925,3458,3768,-310,11205,12440,-1235
2006,42 years,6278,6456,-178,2502,2302,200,8780,8758,22,7497,8413,-916,3188,3492,-304,10685,11905,-1220
2006,43 years,6118,6067,51,2382,2169,213,8500,8236,264,7357,7890,-533,3040,3190,-150,10397,11080,-683
2006,44 years,5867,5843,24,2239,2136,103,8106,7979,127,7050,7597,-547,2861,3107,-246,9911,10704,-793
2006,45 years,5564,5479,85,2124,1946,178,7688,7425,263,6663,7042,-379,2719,2897,-178,9382,9939,-557
2006,46 years,5589,5687,-98,2197,1982,215,7786,7669,117,6606,7132,-526,2744,2764,-20,9350,9896,-546
2006,47 years,5504,5336,168,2011,1696,315,7515,7032,483,6426,6683,-257,2567,2402,165,8993,9085,-92
2006,48 years,5031,5053,-22,1926,1723,203,6957,6776,181,5922,6256,-334,2404,2385,19,8326,8641,-315
2006,49 years,4741,4807,-66,1804,1636,168,6545,6443,102,5545,5903,-358,2224,2226,-2,7769,8129,-360
2006,50 years,4428,4443,-15,1765,1592,173,6193,6035,158,5178,5475,-297,2184,2161,23,7362,7636,-274
2006,51 years,4119,4116,3,1550,1418,132,5669,5534,135,4856,5011,-155,1954,1923,31,6810,6934,-124
2006,52 years,3523,3663,-140,1478,1379,99,5001,5042,-41,4213,4515,-302,1883,1865,18,6096,6380,-284
2006,53 years,3028,3131,-103,1336,1338,-2,4364,4469,-105,3665,3940,-275,1718,1760,-42,5383,5700,-317
2006,54 years,2673,2767,-94,1149,1266,-117,3822,4033,-211,3275,3527,-252,1485,1660,-175,4760,5187,-427
2006,55 years,2292,2373,-81,1022,1126,-104,3314,3499,-185,2896,3051,-155,1356,1481,-125,4252,4532,-280
2006,56 years,1917,2079,-162,1037,1162,-125,2954,3241,-287,2476,2752,-276,1378,1539,-161,3854,4291,-437
2006,57 years,1576,1841,-265,984,1180,-196,2560,3021,-461,2078,2429,-351,1328,1517,-189,3406,3946,-540
2006,58 years,1316,1498,-182,865,1076,-211,2181,2574,-393,1777,2017,-240,1148,1393,-245,2925,3410,-485
2006,59 years,1115,1397,-282,794,1004,-210,1909,2401,-492,1564,1891,-327,1053,1270,-217,2617,3161,-544
2006,60 years,853,1406,-553,695,1091,-396,1548,2497,-949,1245,1872,-627,945,1357,-412,2190,3229,-1039
2006,61 years,656,1271,-615,516,981,-465,1172,2252,-1080,981,1700,-719,705,1239,-534,1686,2939,-1253
2006,62 years,611,1078,-467,505,828,-323,1116,1906,-790,1033,1592,-559,722,1102,-380,1755,2694,-939
2006,63 years,536,1145,-609,511,842,-331,1047,1987,-940,956,1659,-703,719,1108,-389,1675,2767,-1092
2006,64 years,477,1030,-553,467,780,-313,944,1810,-866,811,1499,-688,677,1017,-340,1488,2516,-1028
2006,65 years,510,1396,-886,483,818,-335,993,2214,-1221,984,1943,-959,751,1105,-354,1735,3048,-1313
2006,66 years,479,1242,-763,478,816,-338,957,2058,-1101,867,1733,-866,720,1055,-335,1587,2788,-1201
2006,67 years,421,1017,-596,429,724,-295,850,1741,-891,727,1398,-671,649,938,-289,1376,2336,-960
2006,68 years,390,823,-433,374,676,-302,764,1499,-735,625,1126,-501,569,869,-300,1194,1995,-801
2006,69 years,370,824,-454,356,595,-239,726,1419,-693,580,1061,-481,524,766,-242,1104,1827,-723
2006,70 years,289,738,-449,293,552,-259,582,1290,-708,464,949,-485,429,690,-261,893,1639,-746
2006,71 years,241,588,-347,272,467,-195,513,1055,-542,394,767,-373,391,584,-193,785,1351,-566
2006,72 years,193,522,-329,220,469,-249,413,991,-578,321,666,-345,318,582,-264,639,1248,-609
2006,73 years,197,482,-285,201,360,-159,398,842,-444,281,575,-294,270,455,-185,551,1030,-479
2006,74 years,141,401,-260,257,382,-125,398,783,-385,210,503,-293,316,450,-134,526,953,-427
2006,75 years,145,332,-187,158,301,-143,303,633,-330,198,405,-207,232,391,-159,430,796,-366
2006,76 years,118,323,-205,210,295,-85,328,618,-290,194,415,-221,286,380,-94,480,795,-315
2006,77 years,83,231,-148,159,235,-76,242,466,-224,134,321,-187,211,325,-114,345,646,-301
2006,78 years,69,183,-114,138,190,-52,207,373,-166,115,263,-148,202,287,-85,317,550,-233
2006,79 years,77,145,-68,118,171,-53,195,316,-121,120,212,-92,168,231,-63,288,443,-155
2006,80 years,72,162,-90,96,175,-79,168,337,-169,97,218,-121,137,256,-119,234,474,-240
2006,81 years,54,110,-56,100,157,-57,154,267,-113,71,157,-86,136,239,-103,207,396,-189
2006,82 years,50,76,-26,94,116,-22,144,192,-48,75,118,-43,136,198,-62,211,316,-105
2006,83 years,31,77,-46,76,96,-20,107,173,-66,49,113,-64,112,153,-41,161,266,-105
2006,84 years,25,65,-40,85,107,-22,110,172,-62,52,96,-44,116,186,-70,168,282,-114
2006,85 years,25,51,-26,60,98,-38,85,149,-64,37,89,-52,89,186,-97,126,275,-149
2006,86 years,18,41,-23,54,64,-10,72,105,-33,27,63,-36,83,132,-49,110,195,-85
2006,87 years,14,30,-16,51,57,-6,65,87,-22,22,45,-23,68,101,-33,90,146,-56
2006,88 years,11,16,-5,22,29,-7,33,45,-12,12,23,-11,34,53,-19,46,76,-30
2006,89 years,7,15,-8,24,26,-2,31,41,-10,10,26,-16,32,55,-23,42,81,-39
2006,90 years,8,27,-19,18,36,-18,26,63,-37,15,34,-19,30,56,-26,45,90,-45
2006,91 years,8,14,-6,10,32,-22,18,46,-28,13,26,-13,21,60,-39,34,86,-52
2006,92 years,4,10,-6,23,22,1,27,32,-5,8,16,-8,33,65,-32,41,81,-40
2006,93 years,4,8,-4,5,22,-17,9,30,-21,8,15,-7,13,54,-41,21,69,-48
2006,94 years,4,7,-3,13,9,4,17,16,1,5,11,-6,21,28,-7,26,39,-13
2006,95 years and over,8,58,-50,20,88,-68,28,146,-118,13,78,-65,35,145,-110,48,223,-175
2006,Total,333723,306759,26964,224744,177015,47729,558467,483774,74693,393582,394072,-490,268273,244992,23281,661855,639064,22791
2007,under 1 year,1049,283,766,996,275,721,2045,558,1487,2155,615,1540,2022,580,1442,4177,1195,2982
2007,1 year,1996,961,1035,1824,869,955,3820,1830,1990,3358,2050,1308,3033,1912,1121,6391,3962,2429
2007,2 years,1689,990,699,1535,952,583,3224,1942,1282,2645,2210,435,2395,2153,242,5040,4363,677
2007,3 years,1565,1100,465,1371,987,384,2936,2087,849,2392,2347,45,2176,2223,-47,4568,4570,-2
2007,4 years,1478,1063,415,1384,1029,355,2862,2092,770,2205,2338,-133,2109,2253,-144,4314,4591,-277
2007,5 years,1383,1021,362,1267,1006,261,2650,2027,623,2070,2316,-246,1896,2270,-374,3966,4586,-620
2007,6 years,1324,1190,134,1242,1098,144,2566,2288,278,1945,2734,-789,1834,2600,-766,3779,5334,-1555
2007,7 years,1278,1021,257,1180,991,189,2458,2012,446,1913,2355,-442,1806,2228,-422,3719,4583,-864
2007,8 years,1187,1019,168,1169,998,171,2356,2017,339,1758,1960,-202,1704,1874,-170,3462,3834,-372
2007,9 years,1188,940,248,1089,940,149,2277,1880,397,1699,1845,-146,1595,1838,-243,3294,3683,-389
2007,10 years,1266,940,326,1097,892,205,2363,1832,531,1772,1857,-85,1674,1769,-95,3446,3626,-180
2007,11 years,1178,911,267,1112,944,168,2290,1855,435,1685,1716,-31,1615,1740,-125,3300,3456,-156
2007,12 years,1179,831,348,1077,785,292,2256,1616,640,1611,1542,69,1478,1454,24,3089,2996,93
2007,13 years,1119,791,328,1135,814,321,2254,1605,649,1578,1467,111,1552,1402,150,3130,2869,261
2007,14 years,1112,863,249,1092,742,350,2204,1605,599,1492,1522,-30,1469,1375,94,2961,2897,64
2007,15 years,1239,879,360,1245,835,410,2484,1714,770,1651,1520,131,1614,1396,218,3265,2916,349
2007,16 years,1787,1017,770,1837,1007,830,3624,2024,1600,2247,1716,531,2273,1627,646,4520,3343,1177
2007,17 years,2115,1263,852,2074,1284,790,4189,2547,1642,2617,2198,419,2538,1786,752,5155,3984,1171
2007,18 years,3337,2079,1258,3711,2071,1640,7048,4150,2898,4121,2841,1280,4375,2620,1755,8496,5461,3035
2007,19 years,6445,3410,3035,7330,3193,4137,13775,6603,7172,7527,4296,3231,8173,4004,4169,15700,8300,7400
2007,20 years,8545,4842,3703,10142,4704,5438,18687,9546,9141,9728,5889,3839,11134,5816,5318,20862,11705,9157
2007,21 years,10807,6995,3812,12420,7338,5082,23227,14333,8894,12054,8309,3745,13527,8763,4764,25581,17072,8509
2007,22 years,12384,8431,3953,13122,8313,4809,25506,16744,8762,13607,9858,3749,14209,9910,4299,27816,19768,8048
2007,23 years,13434,9231,4203,13141,8684,4457,26575,17915,8660,14704,10878,3826,14324,10466,3858,29028,21344,7684
2007,24 years,13767,9974,3793,11788,8003,3785,25555,17977,7578,15172,11835,3337,12991,9924,3067,28163,21759,6404
2007,25 years,13539,10377,3162,10433,7297,3136,23972,17674,6298,14903,12330,2573,11596,9566,2030,26499,21896,4603
2007,26 years,12845,10277,2568,8836,6353,2483,21681,16630,5051,14172,12554,1618,10062,8817,1245,24234,21371,2863
2007,27 years,12801,10691,2110,8211,5988,2223,21012,16679,4333,14102,13030,1072,9403,8522,881,23505,21552,1953
2007,28 years,12228,10401,1827,7530,5490,2040,19758,15891,3867,13452,12710,742,8589,7867,722,22041,20577,1464
2007,29 years,11644,10446,1198,6916,5278,1638,18560,15724,2836,12840,12798,42,8033,7525,508,20873,20323,550
2007,30 years,11195,10206,989,6299,4876,1423,17494,15082,2412,12455,12675,-220,7332,7143,189,19787,19818,-31
2007,31 years,11057,10166,891,5846,4659,1187,16903,14825,2078,12310,12330,-20,6857,6565,292,19167,18895,272
2007,32 years,10584,9811,773,5398,4177,1221,15982,13988,1994,11712,11898,-186,6267,5921,346,17979,17819,160
2007,33 years,9974,9243,731,5162,3946,1216,15136,13189,1947,11098,11221,-123,5978,5491,487,17076,16712,364
2007,34 years,9180,8795,385,4608,3884,724,13788,12679,1109,10225,10701,-476,5340,5288,52,15565,15989,-424
2007,35 years,8982,8623,359,4244,3447,797,13226,12070,1156,10054,10499,-445,5077,4860,217,15131,15359,-228
2007,36 years,8454,8054,400,3940,3245,695,12394,11299,1095,9673,10138,-465,4750,4743,7,14423,14881,-458
2007,37 years,8385,8236,149,3950,3159,791,12335,11395,940,9592,10435,-843,4741,4638,103,14333,15073,-740
2007,38 years,7857,7461,396,3609,3008,601,11466,10469,997,9169,9666,-497,4434,4470,-36,13603,14136,-533
2007,39 years,7714,7461,253,3398,2872,526,11112,10333,779,9064,9742,-678,4160,4330,-170,13224,14072,-848
2007,40 years,7233,6839,394,3230,2629,601,10463,9468,995,8525,8914,-389,4031,3997,34,12556,12911,-355
2007,41 years,6416,6372,44,2910,2459,451,9326,8831,495,7720,8415,-695,3627,3742,-115,11347,12157,-810
2007,42 years,6312,6260,52,2792,2350,442,9104,8610,494,7572,8268,-696,3526,3569,-43,11098,11837,-739
2007,43 years,6117,6131,-14,2584,2148,436,8701,8279,422,7307,7988,-681,3342,3378,-36,10649,11366,-717
2007,44 years,5925,5786,139,2585,2142,443,8510,7928,582,7030,7546,-516,3224,3226,-2,10254,10772,-518
2007,45 years,5628,5528,100,2457,2014,443,8085,7542,543,6694,7142,-448,3062,3031,31,9756,10173,-417
2007,46 years,5176,5194,-18,2340,1832,508,7516,7026,490,6229,6733,-504,2930,2820,110,9159,9553,-394
2007,47 years,5370,5418,-48,2274,1802,472,7644,7220,424,6339,6791,-452,2857,2662,195,9196,9453,-257
2007,48 years,5218,5027,191,2083,1750,333,7301,6777,524,6149,6274,-125,2618,2500,118,8767,8774,-7
2007,49 years,4764,4757,7,2070,1743,327,6834,6500,334,5565,5877,-312,2531,2432,99,8096,8309,-213
2007,50 years,4430,4443,-13,1917,1632,285,6347,6075,272,5225,5469,-244,2359,2258,101,7584,7727,-143
2007,51 years,4178,4128,50,1808,1475,333,5986,5603,383,4969,5144,-175,2272,2074,198,7241,7218,23
2007,52 years,3686,3813,-127,1689,1415,274,5375,5228,147,4375,4696,-321,2122,1948,174,6497,6644,-147
2007,53 years,3102,3208,-106,1590,1427,163,4692,4635,57,3766,4055,-289,2015,1844,171,5781,5899,-118
2007,54 years,2811,2868,-57,1428,1263,165,4239,4131,108,3437,3632,-195,1802,1706,96,5239,5338,-99
2007,55 years,2318,2430,-112,1260,1120,140,3578,3550,28,2904,3167,-263,1627,1541,86,4531,4708,-177
2007,56 years,2056,2149,-93,1161,1112,49,3217,3261,-44,2590,2798,-208,1531,1492,39,4121,4290,-169
2007,57 years,1757,1937,-180,1116,1217,-101,2873,3154,-281,2313,2574,-261,1456,1546,-90,3769,4120,-351
2007,58 years,1420,1582,-162,949,1088,-139,2369,2670,-301,1905,2138,-233,1264,1386,-122,3169,3524,-355
2007,59 years,1137,1323,-186,868,983,-115,2005,2306,-301,1550,1798,-248,1139,1273,-134,2689,3071,-382
2007,60 years,983,1477,-494,812,1113,-301,1795,2590,-795,1429,1958,-529,1077,1375,-298,2506,3333,-827
2007,61 years,931,1343,-412,740,1013,-273,1671,2356,-685,1286,1792,-506,953,1265,-312,2239,3057,-818
2007,62 years,627,1025,-398,544,802,-258,1171,1827,-656,903,1410,-507,761,1022,-261,1664,2432,-768
2007,63 years,588,1104,-516,599,822,-223,1187,1926,-739,994,1576,-582,832,1119,-287,1826,2695,-869
2007,64 years,482,993,-511,510,758,-248,992,1751,-759,860,1452,-592,705,1031,-326,1565,2483,-918
2007,65 years,553,1464,-911,494,834,-340,1047,2298,-1251,988,1982,-994,707,1087,-380,1695,3069,-1374
2007,66 years,515,1069,-554,496,712,-216,1011,1781,-770,880,1516,-636,736,968,-232,1616,2484,-868
2007,67 years,499,1040,-541,481,734,-253,980,1774,-794,855,1468,-613,700,982,-282,1555,2450,-895
2007,68 years,425,829,-404,424,644,-220,849,1473,-624,718,1194,-476,629,855,-226,1347,2049,-702
2007,69 years,345,792,-447,383,603,-220,728,1395,-667,589,1060,-471,572,776,-204,1161,1836,-675
2007,70 years,346,746,-400,319,523,-204,665,1269,-604,553,982,-429,466,682,-216,1019,1664,-645
2007,71 years,269,607,-338,311,456,-145,580,1063,-483,426,821,-395,439,603,-164,865,1424,-559
2007,72 years,270,455,-185,266,403,-137,536,858,-322,419,618,-199,371,498,-127,790,1116,-326
2007,73 years,205,446,-241,235,356,-121,440,802,-362,316,578,-262,316,455,-139,632,1033,-401
2007,74 years,187,435,-248,193,340,-147,380,775,-395,240,533,-293,258,427,-169,498,960,-462
2007,75 years,145,316,-171,206,330,-124,351,646,-295,202,400,-198,276,411,-135,478,811,-333
2007,76 years,116,252,-136,148,255,-107,264,507,-243,173,314,-141,217,320,-103,390,634,-244
2007,77 years,88,228,-140,176,270,-94,264,498,-234,158,336,-178,242,365,-123,400,701,-301
