year,years,foreigners male arrivals,foreigners male departures,foreigners male balance,foreigners female arrivals,foreigners female departures,foreigners female balance,foreigners total arrivals,foreigners total departures,foreigners total balance,total male arrivals,total male departures,total male balance,total female arrivals,total female departures,total female balance,total arrivals,total departures,total balance
2011,38 years,11722,8483,3239,5251,3398,1853,16973,11881,5092,12787,9840,2947,5977,4425,1552,18764,14265,4499
2011,39 years,11425,8445,2980,5150,3312,1838,16575,11757,4818,12515,9795,2720,5869,4294,1575,18384,14089,4295
2011,40 years,10678,8107,2571,5033,3137,1896,15711,11244,4467,11804,9433,2371,5784,4137,1647,17588,13570,4018
2011,41 years,10578,7897,2681,4836,3199,1637,15414,11096,4318,11799,9277,2522,5556,4124,1432,17355,13401,3954
2011,42 years,10039,7551,2488,4586,2989,1597,14625,10540,4085,11218,8973,2245,5358,3892,1466,16576,12865,3711
2011,43 years,9662,7248,2414,4511,2940,1571,14173,10188,3985,10936,8653,2283,5282,3860,1422,16218,12513,3705
2011,44 years,9171,6796,2375,4235,2809,1426,13406,9605,3801,10378,8149,2229,4959,3693,1266,15337,11842,3495
2011,45 years,7836,5880,1956,3641,2352,1289,11477,8232,3245,9107,7251,1856,4357,3241,1116,13464,10492,2972
2011,46 years,7646,5876,1770,3543,2378,1165,11189,8254,2935,8821,7185,1636,4242,3233,1009,13063,10418,2645
2011,47 years,7205,5715,1490,3271,2312,959,10476,8027,2449,8321,7004,1317,3919,3154,765,12240,10158,2082
2011,48 years,6808,5341,1467,3243,2249,994,10051,7590,2461,7906,6561,1345,3934,2976,958,11840,9537,2303
2011,49 years,6307,4875,1432,3092,2133,959,9399,7008,2391,7384,6021,1363,3689,2806,883,11073,8827,2246
2011,50 years,6084,4632,1452,2986,2045,941,9070,6677,2393,7063,5654,1409,3516,2695,821,10579,8349,2230
2011,51 years,5721,4631,1090,2997,2132,865,8718,6763,1955,6619,5588,1031,3553,2765,788,10172,8353,1819
2011,52 years,5249,4246,1003,2707,1907,800,7956,6153,1803,6067,5114,953,3226,2486,740,9293,7600,1693
2011,53 years,4801,3865,936,2659,1885,774,7460,5750,1710,5473,4622,851,3131,2432,699,8604,7054,1550
2011,54 years,4324,3580,744,2465,1799,666,6789,5379,1410,5016,4329,687,2901,2257,644,7917,6586,1331
2011,55 years,3999,3396,603,2093,1611,482,6092,5007,1085,4618,4047,571,2497,2029,468,7115,6076,1039
2011,56 years,3479,2938,541,1914,1497,417,5393,4435,958,4074,3560,514,2252,1861,391,6326,5421,905
2011,57 years,2960,2522,438,1774,1420,354,4734,3942,792,3520,3078,442,2103,1761,342,5623,4839,784
2011,58 years,2376,2044,332,1475,1280,195,3851,3324,527,2865,2582,283,1821,1623,198,4686,4205,481
2011,59 years,1987,1740,247,1278,1194,84,3265,2934,331,2466,2235,231,1562,1516,46,4028,3751,277
2011,60 years,1542,1572,-30,1234,1229,5,2776,2801,-25,2015,2096,-81,1508,1536,-28,3523,3632,-109
2011,61 years,1331,1386,-55,1087,1183,-96,2418,2569,-151,1758,1869,-111,1356,1504,-148,3114,3373,-259
2011,62 years,1088,1202,-114,940,1041,-101,2028,2243,-215,1487,1650,-163,1184,1355,-171,2671,3005,-334
2011,63 years,899,1261,-362,861,1028,-167,1760,2289,-529,1268,1704,-436,1090,1299,-209,2358,3003,-645
2011,64 years,761,1069,-308,796,934,-138,1557,2003,-446,1100,1501,-401,988,1156,-168,2088,2657,-569
2011,65 years,729,1283,-554,674,886,-212,1403,2169,-766,1118,1710,-592,875,1131,-256,1993,2841,-848
2011,66 years,530,968,-438,547,752,-205,1077,1720,-643,795,1314,-519,723,925,-202,1518,2239,-721
2011,67 years,511,861,-350,504,641,-137,1015,1502,-487,821,1219,-398,674,839,-165,1495,2058,-563
2011,68 years,449,749,-300,453,556,-103,902,1305,-403,765,1109,-344,599,749,-150,1364,1858,-494
2011,69 years,445,749,-304,425,562,-137,870,1311,-441,736,1078,-342,584,760,-176,1320,1838,-518
2011,70 years,363,655,-292,342,467,-125,705,1122,-417,648,998,-350,495,673,-178,1143,1671,-528
2011,71 years,359,686,-327,383,501,-118,742,1187,-445,592,992,-400,527,686,-159,1119,1678,-559
2011,72 years,338,555,-217,374,480,-106,712,1035,-323,563,802,-239,511,658,-147,1074,1460,-386
2011,73 years,293,522,-229,313,419,-106,606,941,-335,465,759,-294,433,570,-137,898,1329,-431
2011,74 years,238,474,-236,318,392,-74,556,866,-310,360,644,-284,413,516,-103,773,1160,-387
2011,75 years,198,449,-251,251,359,-108,449,808,-359,318,615,-297,353,483,-130,671,1098,-427
2011,76 years,166,325,-159,210,295,-85,376,620,-244,262,487,-225,283,397,-114,545,884,-339
2011,77 years,171,328,-157,202,268,-66,373,596,-223,249,434,-185,256,356,-100,505,790,-285
2011,78 years,145,300,-155,148,197,-49,293,497,-204,216,397,-181,201,274,-73,417,671,-254
2011,79 years,113,246,-133,176,221,-45,289,467,-178,162,317,-155,213,299,-86,375,616,-241
2011,80 years,89,236,-147,142,182,-40,231,418,-187,129,313,-184,189,276,-87,318,589,-271
2011,81 years,80,166,-86,151,203,-52,231,369,-138,117,232,-115,198,268,-70,315,500,-185
2011,82 years,59,132,-73,123,160,-37,182,292,-110,96,192,-96,160,251,-91,256,443,-187
2011,83 years,53,94,-41,124,156,-32,177,250,-73,81,149,-68,155,217,-62,236,366,-130
2011,84 years,55,86,-31,87,112,-25,142,198,-56,79,133,-54,119,179,-60,198,312,-114
2011,85 years,49,87,-38,72,112,-40,121,199,-78,72,127,-55,108,182,-74,180,309,-129
2011,86 years,22,55,-33,81,71,10,103,126,-23,36,89,-53,105,132,-27,141,221,-80
2011,87 years,18,41,-23,65,66,-1,83,107,-24,28,71,-43,85,129,-44,113,200,-87
2011,88 years,16,27,-11,43,39,4,59,66,-7,24,53,-29,63,81,-18,87,134,-47
2011,89 years,14,27,-13,45,43,2,59,70,-11,22,42,-20,59,76,-17,81,118,-37
2011,90 years,11,34,-23,23,39,-16,34,73,-39,19,50,-31,34,87,-53,53,137,-84
2011,91 years,13,20,-7,34,28,6,47,48,-1,16,35,-19,43,55,-12,59,90,-31
2011,92 years,11,13,-2,19,26,-7,30,39,-9,13,18,-5,27,48,-21,40,66,-26
2011,93 years,5,9,-4,11,13,-2,16,22,-6,5,15,-10,17,25,-8,22,40,-18
2011,94 years,7,4,3,8,7,1,15,11,4,8,6,2,9,14,-5,17,20,-3
2011,95 years and over,5,37,-32,26,72,-46,31,109,-78,13,54,-41,34,113,-79,47,167,-120
2011,Total,513768,343569,170199,327927,195268,132659,841695,538837,302858,578353,417879,160474,379946,261090,118856,958299,678969,279330
2012,under 1 year,1777,443,1334,1662,420,1242,3439,863,2576,2903,807,2096,2723,724,1999,5626,1531,4095
2012,1 year,4100,1297,2803,3725,1253,2472,7825,2550,5275,5579,2288,3291,5114,2228,2886,10693,4516,6177
2012,2 years,4205,1459,2746,3821,1448,2373,8026,2907,5119,5331,2484,2847,4885,2427,2458,10216,4911,5305
2012,3 years,3975,1485,2490,3683,1349,2334,7658,2834,4824,4955,2560,2395,4572,2288,2284,9527,4848,4679
2012,4 years,3607,1419,2188,3473,1327,2146,7080,2746,4334,4482,2464,2018,4303,2338,1965,8785,4802,3983
2012,5 years,3466,1348,2118,3205,1258,1947,6671,2606,4065,4281,2474,1807,4000,2297,1703,8281,4771,3510
2012,6 years,3208,1407,1801,2810,1252,1558,6018,2659,3359,4006,2677,1329,3601,2461,1140,7607,5138,2469
2012,7 years,2924,1169,1755,2608,1050,1558,5532,2219,3313,3657,2099,1558,3333,1946,1387,6990,4045,2945
2012,8 years,2699,1054,1645,2479,973,1506,5178,2027,3151,3408,1836,1572,3167,1798,1369,6575,3634,2941
2012,9 years,2651,920,1731,2391,866,1525,5042,1786,3256,3377,1645,1732,3007,1525,1482,6384,3170,3214
2012,10 years,2530,925,1605,2266,809,1457,4796,1734,3062,3210,1630,1580,2912,1509,1403,6122,3139,2983
2012,11 years,2380,823,1557,2168,785,1383,4548,1608,2940,2951,1438,1513,2749,1359,1390,5700,2797,2903
2012,12 years,2512,820,1692,2282,779,1503,4794,1599,3195,3138,1427,1711,2856,1361,1495,5994,2788,3206
2012,13 years,2352,838,1514,2200,771,1429,4552,1609,2943,2878,1379,1499,2672,1227,1445,5550,2606,2944
2012,14 years,2319,831,1488,2156,783,1373,4475,1614,2861,2834,1340,1494,2624,1296,1328,5458,2636,2822
2012,15 years,2695,853,1842,2203,810,1393,4898,1663,3235,3168,1268,1900,2664,1273,1391,5832,2541,3291
2012,16 years,3540,1066,2474,2897,1144,1753,6437,2210,4227,4070,1529,2541,3402,1618,1784,7472,3147,4325
2012,17 years,3626,1331,2295,2975,1353,1622,6601,2684,3917,4142,1689,2453,3460,1732,1728,7602,3421,4181
2012,18 years,6268,2383,3885,5560,2313,3247,11828,4696,7132,7017,2741,4276,6306,2760,3546,13323,5501,7822
2012,19 years,11074,4480,6594,10345,3855,6490,21419,8335,13084,11973,4958,7015,11204,4447,6757,23177,9405,13772
2012,20 years,14756,6896,7860,14022,5919,8103,28778,12815,15963,15710,7549,8161,14881,6719,8162,30591,14268,16323
2012,21 years,18350,9939,8411,17059,9033,8026,35409,18972,16437,19267,10813,8454,17992,10055,7937,37259,20868,16391
2012,22 years,20931,11765,9166,18987,10708,8279,39918,22473,17445,21952,12769,9183,20107,12003,8104,42059,24772,17287
2012,23 years,22808,12741,10067,18905,9971,8934,41713,22712,19001,24012,13974,10038,20065,11463,8602,44077,25437,18640
2012,24 years,23195,13165,10030,17796,9597,8199,40991,22762,18229,24508,14600,9908,19051,11435,7616,43559,26035,17524
2012,25 years,22605,12984,9621,15860,8230,7630,38465,21214,17251,23940,14635,9305,17154,10345,6809,41094,24980,16114
2012,26 years,21889,12622,9267,14150,7214,6936,36039,19836,16203,23250,14521,8729,15511,9466,6045,38761,23987,14774
2012,27 years,21124,12527,8597,12972,6581,6391,34096,19108,14988,22461,14429,8032,14343,8803,5540,36804,23232,13572
2012,28 years,20421,12373,8048,11786,6098,5688,32207,18471,13736,21804,14339,7465,13059,8228,4831,34863,22567,12296
2012,29 years,19052,11896,7156,10839,5610,5229,29891,17506,12385,20381,13780,6601,12145,7763,4382,32526,21543,10983
2012,30 years,18681,12024,6657,10140,5350,4790,28821,17374,11447,20006,13966,6040,11471,7491,3980,31477,21457,10020
2012,31 years,17550,11255,6295,9383,4964,4419,26933,16219,10714,18921,13152,5769,10647,6916,3731,29568,20068,9500
2012,32 years,17210,11640,5570,8858,4720,4138,26068,16360,9708,18554,13444,5110,10103,6417,3686,28657,19861,8796
2012,33 years,16339,10822,5517,7990,4331,3659,24329,15153,9176,17586,12469,5117,9094,5813,3281,26680,18282,8398
2012,34 years,15498,10646,4852,7492,4164,3328,22990,14810,8180,16789,12237,4552,8550,5557,2993,25339,17794,7545
2012,35 years,15223,10562,4661,7225,4038,3187,22448,14600,7848,16376,12016,4360,8156,5337,2819,24532,17353,7179
2012,36 years,14825,10195,4630,6786,3831,2955,21611,14026,7585,15981,11708,4273,7647,5053,2594,23628,16761,6867
2012,37 years,14467,9949,4518,6642,3700,2942,21109,13649,7460,15551,11327,4224,7419,4782,2637,22970,16109,6861
2012,38 years,13805,9824,3981,6414,3704,2710,20219,13528,6691,14855,11190,3665,7148,4732,2416,22003,15922,6081
2012,39 years,12532,8819,3713,5931,3309,2622,18463,12128,6335,13540,10035,3505,6636,4217,2419,20176,14252,5924
2012,40 years,12220,8734,3486,5648,3210,2438,17868,11944,5924,13311,9991,3320,6380,4103,2277,19691,14094,5597
2012,41 years,11870,8219,3651,5455,3255,2200,17325,11474,5851,12917,9410,3507,6128,4126,2002,19045,13536,5509
2012,42 years,11364,8232,3132,5397,3168,2229,16761,11400,5361,12470,9407,3063,6050,3996,2054,18520,13403,5117
2012,43 years,11008,7880,3128,5054,3193,1861,16062,11073,4989,12128,9108,3020,5763,4002,1761,17891,13110,4781
2012,44 years,10510,7696,2814,4999,3045,1954,15509,10741,4768,11718,8960,2758,5741,3855,1886,17459,12815,4644
2012,45 years,9772,7288,2484,4727,2830,1897,14499,10118,4381,10958,8545,2413,5452,3644,1808,16410,12189,4221
2012,46 years,8422,6140,2282,4024,2492,1532,12446,8632,3814,9568,7438,2130,4732,3304,1428,14300,10742,3558
2012,47 years,7868,6020,1848,3756,2418,1338,11624,8438,3186,9059,7255,1804,4460,3222,1238,13519,10477,3042
2012,48 years,7611,5730,1881,3709,2324,1385,11320,8054,3266,8712,6856,1856,4378,3103,1275,13090,9959,3131
2012,49 years,7055,5447,1608,3538,2382,1156,10593,7829,2764,8104,6545,1559,4155,3112,1043,12259,9657,2602
2012,50 years,6561,5037,1524,3382,2255,1127,9943,7292,2651,7540,6053,1487,3994,2926,1068,11534,8979,2555
2012,51 years,6142,4698,1444,3070,2052,1018,9212,6750,2462,7023,5685,1338,3620,2596,1024,10643,8281,2362
2012,52 years,5991,4571,1420,3081,2156,925,9072,6727,2345,6827,5529,1298,3647,2670,977,10474,8199,2275
2012,53 years,5205,4096,1109,2777,1961,816,7982,6057,1925,6008,4897,1111,3261,2466,795,9269,7363,1906
2012,54 years,4911,3965,946,2583,1894,689,7494,5859,1635,5646,4683,963,3060,2337,723,8706,7020,1686
2012,55 years,4355,3419,936,2410,1707,703,6765,5126,1639,5036,4084,952,2819,2111,708,7855,6195,1660
2012,56 years,3952,3136,816,2140,1595,545,6092,4731,1361,4570,3760,810,2515,1975,540,7085,5735,1350
2012,57 years,3432,2836,596,1894,1514,380,5326,4350,976,4028,3425,603,2256,1880,376,6284,5305,979
2012,58 years,2796,2403,393,1729,1387,342,4525,3790,735,3321,2941,380,2057,1704,353,5378,4645,733
2012,59 years,2197,1985,212,1515,1244,271,3712,3229,483,2654,2453,201,1803,1540,263,4457,3993,464
2012,60 years,1821,1763,58,1319,1236,83,3140,2999,141,2291,2223,68,1608,1531,77,3899,3754,145
2012,61 years,1455,1353,102,1197,1120,77,2652,2473,179,1891,1793,98,1476,1394,82,3367,3187,180
2012,62 years,1278,1196,82,1054,1087,-33,2332,2283,49,1719,1690,29,1333,1361,-28,3052,3051,1
2012,63 years,989,1237,-248,981,1038,-57,1970,2275,-305,1376,1711,-335,1230,1295,-65,2606,3006,-400
2012,64 years,879,1073,-194,879,927,-48,1758,2000,-242,1233,1472,-239,1127,1163,-36,2360,2635,-275
2012,65 years,806,1190,-384,738,897,-159,1544,2087,-543,1260,1638,-378,968,1161,-193,2228,2799,-571
2012,66 years,654,1006,-352,678,784,-106,1332,1790,-458,953,1370,-417,841,982,-141,1794,2352,-558
2012,67 years,529,798,-269,512,605,-93,1041,1403,-362,779,1076,-297,637,784,-147,1416,1860,-444
2012,68 years,424,691,-267,445,582,-137,869,1273,-404,718,1040,-322,610,760,-150,1328,1800,-472
2012,69 years,434,652,-218,385,460,-75,819,1112,-293,708,964,-256,525,666,-141,1233,1630,-397
2012,70 years,437,657,-220,398,502,-104,835,1159,-324,731,973,-242,548,666,-118,1279,1639,-360
2012,71 years,328,562,-234,369,451,-82,697,1013,-316,622,895,-273,508,633,-125,1130,1528,-398
2012,72 years,370,593,-223,369,468,-99,739,1061,-322,631,861,-230,528,651,-123,1159,1512,-353
2012,73 years,279,531,-252,328,418,-90,607,949,-342,452,768,-316,462,586,-124,914,1354,-440
2012,74 years,244,497,-253,304,360,-56,548,857,-309,416,689,-273,412,510,-98,828,1199,-371
2012,75 years,218,436,-218,238,344,-106,456,780,-324,338,608,-270,347,458,-111,685,1066,-381
2012,76 years,212,384,-172,233,317,-84,445,701,-256,326,522,-196,319,449,-130,645,971,-326
2012,77 years,154,324,-170,197,278,-81,351,602,-251,235,449,-214,263,372,-109,498,821,-323
2012,78 years,145,302,-157,221,264,-43,366,566,-200,215,406,-191,283,351,-68,498,757,-259
2012,79 years,129,268,-139,148,230,-82,277,498,-221,181,344,-163,184,287,-103,365,631,-266
2012,80 years,101,223,-122,189,258,-69,290,481,-191,144,295,-151,220,326,-106,364,621,-257
2012,81 years,97,176,-79,136,184,-48,233,360,-127,128,238,-110,170,239,-69,298,477,-179
2012,82 years,72,139,-67,122,167,-45,194,306,-112,102,198,-96,160,243,-83,262,441,-179
2012,83 years,86,125,-39,119,132,-13,205,257,-52,111,183,-72,163,205,-42,274,388,-114
2012,84 years,44,88,-44,105,117,-12,149,205,-56,65,140,-75,130,180,-50,195,320,-125
2012,85 years,47,89,-42,82,104,-22,129,193,-64,69,131,-62,107,164,-57,176,295,-119
2012,86 years,35,60,-25,72,91,-19,107,151,-44,51,91,-40,99,152,-53,150,243,-93
2012,87 years,30,37,-7,57,67,-10,87,104,-17,47,62,-15,79,113,-34,126,175,-49
2012,88 years,20,33,-13,49,62,-13,69,95,-26,29,56,-27,77,115,-38,106,171,-65
2012,89 years,14,26,-12,43,56,-13,57,82,-25,19,51,-32,57,99,-42,76,150,-74
2012,90 years,11,38,-27,43,50,-7,54,88,-34,15,48,-33,48,77,-29,63,125,-62
2012,91 years,12,23,-11,12,24,-12,24,47,-23,16,39,-23,20,57,-37,36,96,-60
2012,92 years,3,11,-8,16,29,-13,19,40,-21,10,28,-18,26,57,-31,36,85,-49
2012,93 years,10,10,0,15,14,1,25,24,1,11,21,-10,21,29,-8,32,50,-18
2012,94 years,2,5,-3,3,11,-8,5,16,-11,2,9,-7,3,20,-17,5,29,-24
2012,95 years and over,21,49,-28,17,101,-84,38,150,-112,25,49,-24,22,132,-110,47,181,-134
2012,Total,588801,373172,215629,377107,205587,171520,965908,578759,387149,652321,443842,208479,428615,268149,160466,1080936,711991,368945
2013,under 1 year,2230,577,1653,2018,569,1449,4248,1146,3102,3416,909,2507,3126,908,2218,6542,1817,4725
2013,1 year,5300,1767,3533,5082,1672,3410,10382,3439,6943,6812,2829,3983,6509,2645,3864,13321,5474,7847
2013,2 years,5310,1945,3365,5108,1908,3200,10418,3853,6565,6403,3033,3370,6181,2883,3298,12584,5916,6668
2013,3 years,5200,2015,3185,4898,1860,3038,10098,3875,6223,6188,3061,3127,5789,2833,2956,11977,5894,6083
2013,4 years,4947,1847,3100,4675,1827,2848,9622,3674,5948,5815,2855,2960,5546,2799,2747,11361,5654,5707
2013,5 years,4648,1810,2838,4535,1693,2842,9183,3503,5680,5523,2875,2648,5341,2680,2661,10864,5555,5309
2013,6 years,4208,1745,2463,3989,1634,2355,8197,3379,4818,5029,2981,2048,4782,2872,1910,9811,5853,3958
2013,7 years,3863,1482,2381,3710,1385,2325,7573,2867,4706,4637,2443,2194,4469,2316,2153,9106,4759,4347
2013,8 years,3574,1348,2226,3360,1186,2174,6934,2534,4400,4299,2153,2146,4043,1908,2135,8342,4061,4281
2013,9 years,3550,1297,2253,3414,1188,2226,6964,2485,4479,4251,2022,2229,4056,1896,2160,8307,3918,4389
2013,10 years,3397,1238,2159,3172,1157,2015,6569,2395,4174,4109,1976,2133,3857,1827,2030,7966,3803,4163
2013,11 years,3279,1117,2162,2960,1022,1938,6239,2139,4100,3865,1806,2059,3522,1648,1874,7387,3454,3933
2013,12 years,3092,1032,2060,2909,977,1932,6001,2009,3992,3659,1620,2039,3470,1589,1881,7129,3209,3920
2013,13 years,3130,1068,2062,2875,985,1890,6005,2053,3952,3638,1618,2020,3364,1531,1833,7002,3149,3853
2013,14 years,3076,1030,2046,2629,939,1690,5705,1969,3736,3569,1554,2015,3101,1421,1680,6670,2975,3695
2013,15 years,3293,1088,2205,2752,932,1820,6045,2020,4025,3758,1548,2210,3223,1375,1848,6981,2923,4058
2013,16 years,4376,1376,3000,3405,1222,2183,7781,2598,5183,4901,1836,3065,3914,1702,2212,8815,3538,5277
2013,17 years,4538,1653,2885,3522,1540,1982,8060,3193,4867,5044,2011,3033,4007,1946,2061,9051,3957,5094
2013,18 years,8655,2678,5977,6451,2464,3987,15106,5142,9964,9485,3102,6383,7208,2893,4315,16693,5995,10698
2013,19 years,14411,5104,9307,11749,4479,7270,26160,9583,16577,15338,5651,9687,12636,5125,7511,27974,10776,17198
2013,20 years,17517,7981,9536,16027,6770,9257,33544,14751,18793,18448,8687,9761,16914,7610,9304,35362,16297,19065
2013,21 years,21131,11349,9782,19074,10274,8800,40205,21623,18582,22102,12211,9891,19982,11331,8651,42084,23542,18542
2013,22 years,23641,13443,10198,20180,11649,8531,43821,25092,18729,24716,14543,10173,21212,12907,8305,45928,27450,18478
2013,23 years,26294,14367,11927,20909,11346,9563,47203,25713,21490,27470,15774,11696,22173,13063,9110,49643,28837,20806
2013,24 years,26225,15002,11223,19616,10614,9002,45841,25616,20225,27530,16603,10927,20902,12485,8417,48432,29088,19344
2013,25 years,26335,15093,11242,18233,9783,8450,44568,24876,19692,27678,16950,10728,19594,12024,7570,47272,28974,18298
2013,26 years,25044,14653,10391,15890,8315,7575,40934,22968,17966,26409,16657,9752,17285,10703,6582,43694,27360,16334
2013,27 years,24196,14437,9759,14463,7540,6923,38659,21977,16682,25667,16573,9094,15876,9877,5999,41543,26450,15093
2013,28 years,23024,13896,9128,13273,6832,6441,36297,20728,15569,24290,15820,8470,14670,9093,5577,38960,24913,14047
2013,29 years,21540,13481,8059,12169,6306,5863,33709,19787,13922,22962,15507,7455,13471,8403,5068,36433,23910,12523
2013,30 years,20417,12993,7424,11301,5953,5348,31718,18946,12772,21796,15035,6761,12627,8075,4552,34423,23110,11313
2013,31 years,19719,12986,6733,10756,5582,5174,30475,18568,11907,21106,15027,6079,12088,7549,4539,33194,22576,10618
2013,32 years,18510,12454,6056,9817,5407,4410,28327,17861,10466,19889,14390,5499,11086,7220,3866,30975,21610,9365
2013,33 years,18492,12422,6070,9237,4995,4242,27729,17417,10312,19907,14210,5697,10415,6690,3725,30322,20900,9422
2013,34 years,17315,12037,5278,8524,4544,3980,25839,16581,9258,18597,13678,4919,9607,6037,3570,28204,19715,8489
2013,35 years,16412,11441,4971,8304,4503,3801,24716,15944,8772,17682,13040,4642,9374,5885,3489,27056,18925,8131
2013,36 years,16441,11370,5071,7640,4273,3367,24081,15643,8438,17621,12977,4644,8589,5538,3051,26210,18515,7695
2013,37 years,15483,10959,4524,7341,4068,3273,22824,15027,7797,16654,12492,4162,8270,5284,2986,24924,17776,7148
2013,38 years,15087,10737,4350,7124,4078,3046,22211,14815,7396,16207,12187,4020,7953,5174,2779,24160,17361,6799
2013,39 years,14529,10381,4148,6851,3926,2925,21380,14307,7073,15568,11654,3914,7568,4862,2706,23136,16516,6620
2013,40 years,13160,9581,3579,6518,3698,2820,19678,13279,6399,14132,10825,3307,7160,4549,2611,21292,15374,5918
2013,41 years,12969,9432,3537,6345,3694,2651,19314,13126,6188,14006,10648,3358,7006,4558,2448,21012,15206,5806
2013,42 years,12316,9025,3291,5934,3574,2360,18250,12599,5651,13413,10230,3183,6585,4379,2206,19998,14609,5389
2013,43 years,12124,8956,3168,5721,3475,2246,17845,12431,5414,13213,10234,2979,6408,4236,2172,19621,14470,5151
2013,44 years,11463,8634,2829,5654,3319,2335,17117,11953,5164,12585,9932,2653,6381,4141,2240,18966,14073,4893
2013,45 years,11106,8188,2918,5496,3352,2144,16602,11540,5062,12266,9482,2784,6187,4175,2012,18453,13657,4796
2013,46 years,10151,7591,2560,5010,3116,1894,15161,10707,4454,11362,8941,2421,5669,3920,1749,17031,12861,4170
2013,47 years,8718,6737,1981,4184,2603,1581,12902,9340,3562,9932,8036,1896,4854,3385,1469,14786,11421,3365
2013,48 years,8212,6298,1914,4149,2658,1491,12361,8956,3405,9342,7579,1763,4833,3439,1394,14175,11018,3157
2013,49 years,8000,6097,1903,3954,2509,1445,11954,8606,3348,9078,7302,1776,4604,3252,1352,13682,10554,3128
2013,50 years,7264,5770,1494,3870,2453,1417,11134,8223,2911,8314,6935,1379,4542,3159,1383,12856,10094,2762
2013,51 years,6617,5203,1414,3421,2318,1103,10038,7521,2517,7597,6186,1411,4033,2965,1068,11630,9151,2479
2013,52 years,6186,4938,1248,3306,2209,1097,9492,7147,2345,7111,5919,1192,3876,2827,1049,10987,8746,2241
2013,53 years,5979,4841,1138,3213,2210,1003,9192,7051,2141,6848,5679,1169,3752,2777,975,10600,8456,2144
2013,54 years,5299,4304,995,2932,1965,967,8231,6269,1962,6036,5106,930,3403,2488,915,9439,7594,1845
2013,55 years,4798,4010,788,2748,1961,787,7546,5971,1575,5508,4772,736,3226,2423,803,8734,7195,1539
2013,56 years,4212,3547,665,2513,1811,702,6725,5358,1367,4880,4233,647,2923,2244,679,7803,6477,1326
2013,57 years,3775,3257,518,2216,1661,555,5991,4918,1073,4388,3850,538,2550,2054,496,6938,5904,1034
2013,58 years,3158,2793,365,2053,1532,521,5211,4325,886,3717,3372,345,2364,1912,452,6081,5284,797
2013,59 years,2619,2329,290,1789,1402,387,4408,3731,677,3139,2875,264,2127,1748,379,5266,4623,643
2013,60 years,2132,1947,185,1544,1264,280,3676,3211,465,2609,2442,167,1872,1592,280,4481,4034,447
2013,61 years,1668,1578,90,1367,1225,142,3035,2803,232,2130,2064,66,1643,1536,107,3773,3600,173
2013,62 years,1471,1371,100,1229,1124,105,2700,2495,205,1912,1830,82,1526,1413,113,3438,3243,195
2013,63 years,1155,1246,-91,1136,1126,10,2291,2372,-81,1581,1749,-168,1383,1435,-52,2964,3184,-220
2013,64 years,981,1192,-211,997,1000,-3,1978,2192,-214,1385,1649,-264,1256,1270,-14,2641,2919,-278
2013,65 years,874,1295,-421,859,1009,-150,1733,2304,-571,1357,1778,-421,1155,1286,-131,2512,3064,-552
2013,66 years,736,1124,-388,762,936,-174,1498,2060,-562,1091,1562,-471,965,1179,-214,2056,2741,-685
2013,67 years,664,860,-196,642,698,-56,1306,1558,-252,961,1210,-249,804,907,-103,1765,2117,-352
2013,68 years,503,759,-256,482,608,-126,985,1367,-382,763,1062,-299,623,794,-171,1386,1856,-470
2013,69 years,429,640,-211,454,544,-90,883,1184,-301,727,974,-247,622,716,-94,1349,1690,-341
2013,70 years,377,626,-249,411,505,-94,788,1131,-343,631,964,-333,576,720,-144,1207,1684,-477
2013,71 years,386,582,-196,387,459,-72,773,1041,-268,644,877,-233,532,664,-132,1176,1541,-365
2013,72 years,321,548,-227,345,435,-90,666,983,-317,606,866,-260,489,632,-143,1095,1498,-403
2013,73 years,341,545,-204,344,444,-100,685,989,-304,552,834,-282,474,617,-143,1026,1451,-425
2013,74 years,273,473,-200,325,385,-60,598,858,-260,461,737,-276,455,537,-82,916,1274,-358
2013,75 years,241,438,-197,271,352,-81,512,790,-278,402,637,-235,380,497,-117,782,1134,-352
2013,76 years,219,422,-203,265,347,-82,484,769,-285,342,591,-249,350,494,-144,692,1085,-393
2013,77 years,188,345,-157,239,309,-70,427,654,-227,289,488,-199,324,420,-96,613,908,-295
2013,78 years,145,264,-119,238,256,-18,383,520,-137,231,393,-162,308,360,-52,539,753,-214
2013,79 years,143,243,-100,193,224,-31,336,467,-131,212,336,-124,250,329,-79,462,665,-203
2013,80 years,117,274,-157,179,243,-64,296,517,-221,170,342,-172,220,326,-106,390,668,-278
2013,81 years,89,184,-95,159,206,-47,248,390,-142,131,244,-113,200,282,-82,331,526,-195
2013,82 years,79,138,-59,139,152,-13,218,290,-72,107,203,-96,167,221,-54,274,424,-150
2013,83 years,69,155,-86,140,145,-5,209,300,-91,109,219,-110,176,216,-40,285,435,-150
2013,84 years,53,100,-47,123,135,-12,176,235,-59,89,170,-81,157,226,-69,246,396,-150
2013,85 years,51,81,-30,94,126,-32,145,207,-62,75,132,-57,122,177,-55,197,309,-112
2013,86 years,41,75,-34,69,68,1,110,143,-33,67,117,-50,94,134,-40,161,251,-90
2013,87 years,33,58,-25,64,64,0,97,122,-25,52,88,-36,89,124,-35,141,212,-71
2013,88 years,19,38,-19,47,48,-1,66,86,-20,32,72,-40,58,95,-37,90,167,-77
